DATAH,Record,Date,Time,INPUT1,INPUT2,AVG1.15,AVG2.15,INT1.15,INT2.15,INT1.05,INT2.05,MULT_1,MULT_2,BATT,CHK
DATA,162,9/2/2021,22:59:56,0.00058697,0,0.00014424,8.69E-05,0.11783,0.072446,0.047899,0.031484,-195.4,-202,5.19,77
DATA,163,9/2/2021,23:04:56,0,0,0.00015415,9.90E-05,0.11783,0.072446,0.048138,0.028727,-195.4,-202,5.19,91
DATA,164,9/2/2021,23:09:56,0,0,0.00014615,8.96E-05,0.11783,0.072446,0.042702,0.029654,-195.4,-202,5.16,83
DATA,165,9/2/2021,23:14:56,2.23E-05,0,0.00013185,7.58E-05,0.13156,0.080625,0.040721,0.022244,-195.4,-202,5.19,59
DATA,166,9/2/2021,23:19:56,0,0,0.00012986,6.75E-05,0.13156,0.080625,0.035183,0.016021,-195.4,-202,5.16,77
DATA,167,9/2/2021,23:24:56,0,0,0.0001227,6.47E-05,0.13156,0.080625,0.04118,0.021975,-195.4,-202,5.18,66
DATA,168,9/2/2021,23:29:56,0,0,0.00012557,7.66E-05,0.11045,0.05819,0.034086,0.020194,-195.4,-202,5.19,81
DATA,169,9/2/2021,23:34:56,0,0.00021765,0.00011892,7.71E-05,0.11045,0.05819,0.038022,0.026926,-195.4,-202,5.18,22
DATA,170,9/2/2021,23:39:55,0,0.00041222,0.00012459,8.87E-05,0.11045,0.05819,0.03452,0.022438,-195.4,-202,5.18,8
DATA,171,9/2/2021,23:44:55,0.00039875,2.31E-05,0.00013814,9.01E-05,0.11157,0.079863,0.039024,0.030498,-195.4,-202,5.17,42
DATA,172,9/2/2021,23:49:55,0.00058697,0,0.0001493,9.25E-05,0.11157,0.079863,0.050463,0.028153,-195.4,-202,5.16,38
DATA,173,9/2/2021,23:54:55,0.00039875,0,0.00017934,0.00010253,0.11157,0.079863,0.045091,0.02442,-195.4,-202,5.16,241
DATA,174,9/2/2021,23:59:55,0,0,0.00018185,0.0001051,0.16159,0.092726,0.06604,0.040152,-195.4,-202,5.11,5
DATA,175,9/3/2021,0:04:55,0,0,0.00018454,0.00010457,0.16159,0.092726,0.0535,0.029804,-195.4,-202,5.14,16
DATA,176,9/3/2021,0:09:55,0.00039875,0,0.00015259,8.24E-05,0.16159,0.092726,0.047096,0.024654,-195.4,-202,5.15,58
DATA,177,9/3/2021,0:14:55,0,2.31E-05,0.00012703,6.59E-05,0.13664,0.073731,0.036043,0.019272,-195.4,-202,5.17,75
DATA,178,9/3/2021,0:19:55,0,0,0.00011077,6.14E-05,0.13664,0.073731,0.030215,0.015417,-195.4,-202,5.16,62
DATA,179,9/3/2021,0:24:55,0.00021054,0.00041222,0.00011426,5.61E-05,0.13664,0.073731,0.03305,0.019849,-195.4,-202,5.16,208
DATA,180,9/3/2021,0:29:55,0,0,0.00011595,5.59E-05,0.10263,0.050502,0.039362,0.015236,-195.4,-202,5.16,60
DATA,181,9/3/2021,0:34:55,0,0,0.00010862,4.77E-05,0.10263,0.050502,0.031932,0.015236,-195.4,-202,5.15,50
DATA,182,9/3/2021,0:39:55,0,0,9.68E-05,5.02E-05,0.10263,0.050502,0.025957,0.012429,-195.4,-202,5.14,131
DATA,183,9/3/2021,0:44:55,0,0,8.62E-05,4.77E-05,0.087345,0.045167,0.029455,0.017501,-195.4,-202,5.14,191
DATA,184,9/3/2021,0:49:55,0,0,8.06E-05,4.61E-05,0.087345,0.045167,0.022562,0.013023,-195.4,-202,5.14,170
DATA,185,9/3/2021,0:54:55,2.23E-05,0,7.57E-05,4.55E-05,0.087345,0.045167,0.020445,0.011549,-195.4,-202,5.14,179
DATA,186,9/3/2021,0:59:55,0,2.31E-05,6.65E-05,3.70E-05,0.068007,0.040929,0.025,0.016357,-195.4,-202,5.14,168
DATA,187,9/3/2021,1:04:55,0,0.00021765,6.20E-05,3.49E-05,0.068007,0.040929,0.014011,0.0054216,-195.4,-202,5.14,162
DATA,188,9/3/2021,1:09:55,2.23E-05,0,5.25E-05,2.86E-05,0.068007,0.040929,0.017399,0.0093822,-195.4,-202,5.14,251
DATA,189,9/3/2021,1:14:54,2.23E-05,0,6.91E-05,3.63E-05,0.047356,0.026386,0.015947,0.011582,-195.4,-202,5.14,188
DATA,190,9/3/2021,1:19:54,0.00021054,0,7.32E-05,4.65E-05,0.047356,0.026386,0.028905,0.011674,-195.4,-202,5.14,119
DATA,191,9/3/2021,1:24:54,0.00021054,0.00041222,9.89E-05,5.70E-05,0.047356,0.026386,0.021702,0.018006,-195.4,-202,5.13,60
DATA,192,9/3/2021,1:29:54,0,0,9.09E-05,5.47E-05,0.08972,0.050743,0.039113,0.021063,-195.4,-202,5.1,169
DATA,193,9/3/2021,1:34:54,0,0.00060679,9.89E-05,5.35E-05,0.08972,0.050743,0.021964,0.010975,-195.4,-202,5.11,142
DATA,194,9/3/2021,1:39:54,2.23E-05,0,7.53E-05,4.71E-05,0.08972,0.050743,0.026602,0.017122,-195.4,-202,5.11,172
DATA,195,9/3/2021,1:44:54,0,0,6.89E-05,4.88E-05,0.066851,0.042403,0.018285,0.014306,-195.4,-202,5.1,174
DATA,196,9/3/2021,1:49:54,2.23E-05,0,5.34E-05,3.63E-05,0.066851,0.042403,0.016451,0.011651,-195.4,-202,5.13,165
DATA,197,9/3/2021,1:54:54,0,0,4.43E-05,2.73E-05,0.066851,0.042403,0.013373,0.0057811,-195.4,-202,5.13,215
DATA,198,9/3/2021,1:59:54,2.23E-05,0,3.73E-05,2.32E-05,0.04011,0.024625,0.010286,0.0071925,-195.4,-202,5.13,208
DATA,199,9/3/2021,2:04:54,0,0,3.26E-05,2.20E-05,0.04011,0.024625,0.0096005,0.0078817,-195.4,-202,5.12,238
DATA,200,9/3/2021,2:09:54,2.23E-05,0,3.19E-05,1.65E-05,0.04011,0.024625,0.0094218,0.0046532,-195.4,-202,5.12,235
DATA,201,9/3/2021,2:14:54,0,0,2.69E-05,1.38E-05,0.028431,0.014863,0.0094091,0.0023283,-195.4,-202,5.11,251
DATA,202,9/3/2021,2:19:54,0,0,2.24E-05,1.26E-05,0.028431,0.014863,0.0053115,0.0054315,-195.4,-202,5.08,236
DATA,203,9/3/2021,2:24:54,0,0,1.77E-05,1.25E-05,0.028431,0.014863,0.0056416,0.003621,-195.4,-202,5.11,240
DATA,204,9/3/2021,2:29:54,0,0,1.61E-05,8.62E-06,0.016059,0.011265,0.0051057,0.0022128,-195.4,-202,5.13,240
DATA,205,9/3/2021,2:34:54,0,0,1.17E-05,5.24E-06,0.016059,0.011265,0.0037866,0.0019259,-195.4,-202,5.12,254
DATA,206,9/3/2021,2:39:54,0,0,9.99E-06,5.32E-06,0.016059,0.011265,0.0014419,0.00057383,-195.4,-202,5.11,49
DATA,207,9/3/2021,2:44:54,0,0,9.70E-06,7.88E-06,0.0089099,0.0049006,0.0036813,0.0024008,-195.4,-202,5.11,132
DATA,208,9/3/2021,2:49:53,0,0,1.92E-05,9.84E-06,0.0089099,0.0049006,0.0036048,0.004119,-195.4,-202,5.1,119
DATA,209,9/3/2021,2:54:53,0,0,2.52E-05,1.34E-05,0.0089099,0.0049006,0.0099976,0.002447,-195.4,-202,5.1,120
DATA,210,9/3/2021,2:59:53,0,0,3.32E-05,1.14E-05,0.022681,0.011968,0.0090789,0.0054018,-195.4,-202,5.09,6
DATA,211,9/3/2021,3:04:53,0,0,2.92E-05,1.32E-05,0.022681,0.011968,0.011194,0.0024206,-195.4,-202,5.04,188
DATA,212,9/3/2021,3:09:53,0,0,2.34E-05,1.17E-05,0.022681,0.011968,0.0059303,0.004114,-195.4,-202,5.1,244
DATA,213,9/3/2021,3:14:53,0,0,1.99E-05,1.27E-05,0.021083,0.0105,0.0039589,0.0039656,-195.4,-202,5.09,7
DATA,214,9/3/2021,3:19:53,0,0,1.84E-05,1.02E-05,0.021083,0.0105,0.0075923,0.0033572,-195.4,-202,5.04,241
DATA,215,9/3/2021,3:24:53,0,0,1.99E-05,7.58E-06,0.021083,0.0105,0.0050435,0.0016852,-195.4,-202,5.09,10
DATA,216,9/3/2021,3:29:53,0,0,1.33E-05,5.13E-06,0.01789,0.0068199,0.005254,0.0017775,-195.4,-202,5.09,73
DATA,217,9/3/2021,3:34:53,0,0,9.28E-06,4.60E-06,0.01789,0.0068199,0.0016971,0.0011575,-195.4,-202,5.09,94
DATA,218,9/3/2021,3:39:53,0,0,9.60E-06,5.46E-06,0.01789,0.0068199,0.0013972,0.0012037,-195.4,-202,5.08,79
DATA,219,9/3/2021,3:44:53,0,0,1.38E-05,7.37E-06,0.0086355,0.0053293,0.0055411,0.002968,-195.4,-202,5.08,119
DATA,220,9/3/2021,3:49:53,0,0,1.43E-05,9.47E-06,0.0086355,0.0053293,0.0054199,0.0024635,-195.4,-202,5.08,114
DATA,221,9/3/2021,3:54:53,0,0,1.34E-05,9.56E-06,0.0086355,0.0053293,0.0019523,0.0030933,-195.4,-202,5.08,97
DATA,222,9/3/2021,3:59:53,0.00039875,0,1.24E-05,8.56E-06,0.012521,0.0081917,0.0051488,0.0026349,-195.4,-202,5.03,25
DATA,223,9/3/2021,4:04:53,0,0,1.44E-05,9.33E-06,0.012521,0.0081917,0.0040641,0.0019721,-195.4,-202,5.05,46
DATA,224,9/3/2021,4:09:53,0,0,1.23E-05,8.30E-06,0.012521,0.0081917,0.0037802,0.0037925,-195.4,-202,5.08,43
DATA,225,9/3/2021,4:14:53,0,0,9.38E-06,8.17E-06,0.010594,0.0074728,0.0027498,0.0017083,-195.4,-202,5.08,78
DATA,226,9/3/2021,4:19:53,0,0,9.34E-06,8.45E-06,0.010594,0.0074728,0.0019077,0.0018567,-195.4,-202,5.08,90
DATA,227,9/3/2021,4:24:53,0,0,7.94E-06,7.09E-06,0.010594,0.0074728,0.0037707,0.0040431,-195.4,-202,5.07,60
DATA,228,9/3/2021,4:29:53,0,0,8.80E-06,5.10E-06,0.0071426,0.0063812,0.0014642,0.00048148,-195.4,-202,5.07,167
DATA,229,9/3/2021,4:34:53,0,0,6.00E-06,9.31E-07,0.0071426,0.0063812,0.0026828,6.93E-05,-195.4,-202,5.06,224
DATA,230,9/3/2021,4:39:53,0,0,5.46E-06,1.15E-06,0.0071426,0.0063812,0.0012314,0.00028691,-195.4,-202,5.01,158
DATA,231,9/3/2021,4:44:53,0,0,2.84E-06,1.12E-06,0.0049127,0.0010322,0.00099849,0.00067605,-195.4,-202,5.07,203
DATA,232,9/3/2021,4:49:53,0,0,1.57E-06,8.54E-07,0.0049127,0.0010322,0.0003222,4.62E-05,-195.4,-202,5.06,1
DATA,233,9/3/2021,4:54:53,0,0,1.86E-06,3.44E-07,0.0049127,0.0010322,8.93E-05,4.62E-05,-195.4,-202,5.02,52
DATA,234,9/3/2021,4:59:53,0,0,1.58E-06,5.86E-07,0.0016748,0.00031,0.0012633,0.00021765,-195.4,-202,5.06,197
DATA,235,9/3/2021,5:04:53,0,0,1.53E-06,5.61E-07,0.0016748,0.00031,6.70E-05,0.00026383,-195.4,-202,5.06,51
DATA,236,9/3/2021,5:09:53,0,0,3.83E-07,3.19E-07,0.0016748,0.00031,4.47E-05,2.31E-05,-195.4,-202,5.05,109
DATA,237,9/3/2021,5:14:53,0,0,3.83E-07,2.57E-08,0.00034453,0.00028691,0.00023287,0,-195.4,-202,5.05,99
DATA,238,9/3/2021,5:19:53,0,0,1.79E-06,4.84E-07,0.00034453,0.00028691,6.70E-05,0,-195.4,-202,5.04,178
DATA,239,9/3/2021,5:24:53,0,0,1.86E-06,7.77E-07,0.00034453,0.00028691,0.0013303,0.00043531,-195.4,-202,5.03,0
DATA,240,9/3/2021,5:29:53,0,0,2.05E-06,1.31E-06,0.0016748,0.00069914,0.00027754,0.00026383,-195.4,-202,5,248
DATA,241,9/3/2021,5:34:53,0,2.31E-05,1.39E-06,5.07E-06,0.0016748,0.00069914,0.00025521,0.00050457,-195.4,-202,5.03,7
DATA,242,9/3/2021,5:39:53,0,2.31E-05,1.76E-06,3.78E-05,0.0016748,0.00069914,0.00069862,0.0038156,-195.4,-202,5.05,241
DATA,243,9/3/2021,5:44:52,0,0.0011905,2.07E-06,0.00030414,0.0015855,0.035057,0.00063163,0.030737,-195.4,-202,5.04,141
DATA,244,9/3/2021,5:49:52,0,0.0060547,1.55E-06,0.0013587,0.0015855,0.035057,0.00051041,0.24852,-195.4,-202,5.04,74
DATA,245,9/3/2021,5:54:52,0,0.014616,1.18E-06,0.0042969,0.0015855,0.035057,0.00025521,0.97238,-195.4,-202,5.03,35
DATA,246,9/3/2021,5:59:52,0,0.036991,1.34E-06,0.011886,0.0010655,3.9428,0.00029987,2.7219,-195.4,-202,5.03,121
DATA,247,9/3/2021,6:04:52,0,0.097891,1.26E-06,0.031701,0.0010655,3.9428,0.00065396,7.2,-195.4,-202,5.03,87
DATA,248,9/3/2021,6:09:52,0,0.26639,1.21E-06,0.085107,0.0010655,3.9428,0.00017865,19.13,-195.4,-202,5.02,51
DATA,249,9/3/2021,6:14:52,0,0.68666,7.90E-07,0.22663,0.0010878,77.991,0.00025521,51.661,-195.4,-202,4.98,26
DATA,250,9/3/2021,6:19:52,0,1.6741,6.17E-07,0.58363,0.0010878,77.991,0.00027754,136.84,-195.4,-202,4.99,243
DATA,251,9/3/2021,6:24:52,0,3.4571,3.33E-07,1.3624,0.0010878,77.991,2.23E-05,345.59,-195.4,-202,5,211
DATA,252,9/3/2021,6:29:52,0,6.149,3.08E-07,2.78,0.00029987,1243.7,0,761.24,-195.4,-202,5,249
DATA,253,9/3/2021,6:34:52,0,10.085,7.76E-07,5.117,0.00029987,1243.7,0.00025521,1425.7,-195.4,-202,5.03,199
DATA,254,9/3/2021,6:39:52,0,14.722,1.24E-06,8.3703,0.00029987,1243.7,0.00084217,2464.6,-195.4,-202,5.02,201
DATA,255,9/3/2021,6:44:52,0,20.603,1.22E-06,12.666,0.0011197,7596.1,2.23E-05,3705.7,-195.4,-202,5.02,193
DATA,256,9/3/2021,6:49:52,0,25.501,8.01E-07,17.627,0.0011197,7596.1,0.00023287,5308,-195.4,-202,5.02,147
DATA,257,9/3/2021,6:54:52,0,30.124,3.58E-07,22.768,0.0011197,7596.1,6.70E-05,6935.1,-195.4,-202,5.01,231
DATA,258,9/3/2021,6:59:52,0,34.096,5.67E-07,27.734,0.0003222,20575,2.23E-05,8332.2,-195.4,-202,4.99,8
DATA,259,9/3/2021,7:04:52,0,42.227,1.08E-06,32.934,0.0003222,20575,0.00042109,9774.6,-195.4,-202,4.99,204
DATA,260,9/3/2021,7:09:52,0,60.691,1.84E-06,40.194,0.0003222,20575,0.00053275,11626,-195.4,-202,4.98,194
DATA,261,9/3/2021,7:14:52,0.00021054,75.529,4.86E-06,51.332,0.0016525,36344,0.00069862,14943,-195.4,-202,5.01,102
DATA,262,9/3/2021,7:19:52,0.00096339,89.538,5.31E-05,65.36,0.0016525,36344,0.0031837,19836,-195.4,-202,5.01,81
DATA,263,9/3/2021,7:24:52,0,105.56,0.00019518,81.423,0.0016525,36344,0.045343,24306,-195.4,-202,5,234
DATA,264,9/3/2021,7:29:52,0.00021054,122.3,0.00043548,97.299,0.18033,73524,0.1318,29383,-195.4,-202,5,67
DATA,265,9/3/2021,7:34:51,0.0013398,141.96,0.00074374,114.02,0.18033,73524,0.22016,34153,-195.4,-202,5,248
DATA,266,9/3/2021,7:39:51,0.0017162,157.85,0.0010153,131.07,0.18033,73524,0.32355,39417,-195.4,-202,5,203
DATA,267,9/3/2021,7:44:51,0.001528,138.5,0.0012463,143.86,0.91797,1.18E+05,0.37425,44726,-195.4,-202,4.99,228
DATA,268,9/3/2021,7:49:51,0.0017162,173.1,0.0014205,150.87,0.91797,1.18E+05,0.42905,45439,-195.4,-202,4.97,218
DATA,269,9/3/2021,7:54:51,0.0022809,223.37,0.0015182,169.24,0.91797,1.18E+05,0.47704,45819,-195.4,-202,4.98,239
DATA,270,9/3/2021,7:59:51,0.0017162,247.55,0.0016008,199.23,1.3686,1.53E+05,0.46255,61529,-195.4,-202,4.98,182
DATA,271,9/3/2021,8:04:51,0.0019044,273.35,0.0016796,238.17,1.3686,1.53E+05,0.50377,72637,-195.4,-202,5,182
DATA,272,9/3/2021,8:09:51,0.0026573,307.66,0.0018116,270.2,1.3686,1.53E+05,0.55016,80851,-195.4,-202,5.02,162
DATA,273,9/3/2021,8:14:51,0.0011516,326.04,0.0018833,295.08,1.6334,2.44E+05,0.57943,90225,-195.4,-202,5.02,158
DATA,274,9/3/2021,8:19:51,0.0020927,264.92,0.0019398,316.74,1.6334,2.44E+05,0.56192,94789,-195.4,-202,5.02,191
DATA,275,9/3/2021,8:24:51,0.0020927,321.83,0.0019923,329.92,1.6334,2.44E+05,0.60578,1.01E+05,-195.4,-202,5.02,141
DATA,276,9/3/2021,8:29:51,0.0019044,404.36,0.0020648,351.86,1.7924,2.97E+05,0.62469,1.02E+05,-195.4,-202,5.02,159
DATA,277,9/3/2021,8:34:51,0.0017162,471.29,0.0021215,383.33,1.7924,2.97E+05,0.63457,1.15E+05,-195.4,-202,5.01,140
DATA,278,9/3/2021,8:39:51,0.0024691,618.44,0.0021497,422.46,1.7924,2.97E+05,0.64888,1.28E+05,-195.4,-202,5.01,200
DATA,279,9/3/2021,8:44:51,0.0020927,448.47,0.0021928,459.05,1.9353,3.81E+05,0.65189,1.38E+05,-195.4,-202,5.01,181
DATA,280,9/3/2021,8:49:51,0.0022809,385.63,0.0022798,470.13,1.9353,3.81E+05,0.6741,1.48E+05,-195.4,-202,5.02,172
DATA,281,9/3/2021,8:54:51,0.0022809,671.25,0.0024151,455.11,1.9353,3.81E+05,0.72858,1.38E+05,-195.4,-202,5.03,159
DATA,282,9/3/2021,8:59:51,0.0035983,418.16,0.0025674,447.07,2.1769,4.10E+05,0.77423,1.25E+05,-195.4,-202,5.03,167
DATA,283,9/3/2021,9:04:51,0.0028455,404.52,0.0026663,392.26,2.1769,4.10E+05,0.80914,1.39E+05,-195.4,-202,5.03,152
