Site Name ,BLAUOYSTER,,,
589,31/05/2021 , 23:15:00,0,0
590,31/05/2021 , 23:30:00,0,0
591,31/05/2021 , 23:45:00,0,0
592,31/05/2021 , 24:00:00,0,0
593,1/6/2021, 00:15:00,0,0
594,1/6/2021, 00:30:00,0,0
595,1/6/2021, 00:45:00,0,0
596,1/6/2021, 01:00:00,0,0
597,1/6/2021, 01:15:00,0,0
598,1/6/2021, 01:30:00,0,0
599,1/6/2021, 01:45:00,0,0
600,1/6/2021, 02:00:00,0,0
601,1/6/2021, 02:15:00,0,0
602,1/6/2021, 02:30:00,0,0
603,1/6/2021, 02:45:00,0,0
604,1/6/2021, 03:00:00,0,0
605,1/6/2021, 03:15:00,0,0
606,1/6/2021, 03:30:00,0,0
607,1/6/2021, 03:45:00,0,0
608,1/6/2021, 04:00:00,0,0
609,1/6/2021, 04:15:00,0,0
610,1/6/2021, 04:30:00,0,0
611,1/6/2021, 04:45:00,0,0
612,1/6/2021, 05:00:00,0,0
613,1/6/2021, 05:15:00,0,0
614,1/6/2021, 05:30:00,0,0
615,1/6/2021, 05:45:00,0,0
616,1/6/2021, 06:00:00,0,0
617,1/6/2021, 06:15:00,0,0
618,1/6/2021, 06:30:00,0,0
619,1/6/2021, 06:45:00,0,0
620,1/6/2021, 07:00:00,0,0
621,1/6/2021, 07:15:00,0,0
622,1/6/2021, 07:30:00,0,0
623,1/6/2021, 07:45:00,0,0
624,1/6/2021, 08:00:00,0,0
625,1/6/2021, 08:15:00,0,0
626,1/6/2021, 08:30:00,0,0
627,1/6/2021, 08:45:00,0,0
628,1/6/2021, 09:00:00,0,0
629,1/6/2021, 09:15:00,1,1
630,1/6/2021, 09:30:00,0,0
631,1/6/2021, 09:45:00,1,1
632,1/6/2021, 10:00:00,3,3
633,1/6/2021, 10:15:00,3,3
634,1/6/2021, 10:30:00,4,4
635,1/6/2021, 10:45:00,4,4
636,1/6/2021, 11:00:00,4,4
637,1/6/2021, 11:15:00,6,6
638,1/6/2021, 11:30:00,69,69
639,1/6/2021, 11:45:00,121,121
640,1/6/2021, 12:00:00,184,184
641,1/6/2021, 12:15:00,187,187
642,1/6/2021, 12:30:00,404,404
643,1/6/2021, 12:45:00,1753,1753
644,1/6/2021, 13:00:00,2085,2085
645,1/6/2021, 13:15:00,4014,4014
646,1/6/2021, 13:30:00,4103,4103
647,1/6/2021, 13:45:00,4188,4188
648,1/6/2021, 14:00:00,4147,4147
649,1/6/2021, 14:15:00,3924,3924
650,1/6/2021, 14:30:00,3875,3875
651,1/6/2021, 14:45:00,3358,3358
652,1/6/2021, 15:00:00,3103,3103
653,1/6/2021, 15:15:00,2457,2457
654,1/6/2021, 15:30:00,2026,2026
655,1/6/2021, 15:45:00,1893,1893
656,1/6/2021, 16:00:00,1216,1216
657,1/6/2021, 16:15:00,1030,1030
658,1/6/2021, 16:30:00,1139,1139
659,1/6/2021, 16:45:00,1961,1961
660,1/6/2021, 17:00:00,2539,2539
661,1/6/2021, 17:15:00,2364,2364
662,1/6/2021, 17:30:00,2176,2176
663,1/6/2021, 17:45:00,1616,1616
664,1/6/2021, 18:00:00,1113,1113
665,1/6/2021, 18:15:00,1599,1599
666,1/6/2021, 18:30:00,1329,1329
667,1/6/2021, 18:45:00,885,885
668,1/6/2021, 19:00:00,104,104
669,1/6/2021, 19:15:00,43,43
670,1/6/2021, 19:30:00,28,28
671,1/6/2021, 19:45:00,13,13
672,1/6/2021, 20:00:00,37,37
673,1/6/2021, 20:15:00,26,26
674,1/6/2021, 20:30:00,15,15
675,1/6/2021, 20:45:00,13,13
676,1/6/2021, 21:00:00,11,11
677,1/6/2021, 21:15:00,2,2
678,1/6/2021, 21:30:00,0,0
679,1/6/2021, 21:45:00,0,0
680,1/6/2021, 22:00:00,0,0
681,1/6/2021, 22:15:00,0,0
682,1/6/2021, 22:30:00,0,0
683,1/6/2021, 22:45:00,0,0
684,1/6/2021, 23:00:00,0,0
685,1/6/2021, 23:15:00,0,0
686,1/6/2021, 23:30:00,0,0
687,1/6/2021, 23:45:00,0,0
688,1/6/2021, 24:00:00,0,0
689,2/6/2021, 00:15:00,0,0
690,2/6/2021, 00:30:00,0,0
691,2/6/2021, 00:45:00,0,0
692,2/6/2021, 01:00:00,0,0
693,2/6/2021, 01:15:00,0,0
694,2/6/2021, 01:30:00,0,0
695,2/6/2021, 01:45:00,0,0
696,2/6/2021, 02:00:00,0,0
697,2/6/2021, 02:15:00,0,0
698,2/6/2021, 02:30:00,0,0
699,2/6/2021, 02:45:00,0,0
700,2/6/2021, 03:00:00,0,0
701,2/6/2021, 03:15:00,0,0
702,2/6/2021, 03:30:00,0,0
703,2/6/2021, 03:45:00,0,0
704,2/6/2021, 04:00:00,0,0
705,2/6/2021, 04:15:00,0,0
706,2/6/2021, 04:30:00,0,0
707,2/6/2021, 04:45:00,0,0
708,2/6/2021, 05:00:00,0,0
709,2/6/2021, 05:15:00,1,1
710,2/6/2021, 05:30:00,6,6
711,2/6/2021, 05:45:00,11,11
712,2/6/2021, 06:00:00,19,19
713,2/6/2021, 06:15:00,26,26
714,2/6/2021, 06:30:00,35,35
715,2/6/2021, 06:45:00,42,42
716,2/6/2021, 07:00:00,45,45
717,2/6/2021, 07:15:00,53,53
718,2/6/2021, 07:30:00,67,67
719,2/6/2021, 07:45:00,83,83
720,2/6/2021, 08:00:00,125,125
721,2/6/2021, 08:15:00,411,411
722,2/6/2021, 08:30:00,752,752
723,2/6/2021, 08:45:00,988,988
724,2/6/2021, 09:00:00,1153,1153
725,2/6/2021, 09:15:00,1318,1318
726,2/6/2021, 09:30:00,1536,1536
727,2/6/2021, 09:45:00,1748,1748
728,2/6/2021, 10:00:00,1951,1951
729,2/6/2021, 10:15:00,2104,2104
730,2/6/2021, 10:30:00,2247,2247
731,2/6/2021, 10:45:00,2305,2305
732,2/6/2021, 11:00:00,2397,2397
733,2/6/2021, 11:15:00,2512,2512
734,2/6/2021, 11:30:00,2574,2574
735,2/6/2021, 11:45:00,2653,2653
736,2/6/2021, 12:00:00,2797,2797
737,2/6/2021, 12:15:00,2935,2935
738,2/6/2021, 12:30:00,3020,3020
739,2/6/2021, 12:45:00,3024,3024
740,2/6/2021, 13:00:00,3045,3045
741,2/6/2021, 13:15:00,3271,3271
742,2/6/2021, 13:30:00,3397,3397
743,2/6/2021, 13:45:00,3490,3490
744,2/6/2021, 14:00:00,3528,3528
745,2/6/2021, 14:15:00,3652,3652
746,2/6/2021, 14:30:00,3690,3690
747,2/6/2021, 14:45:00,3651,3651
748,2/6/2021, 15:00:00,3606,3606
749,2/6/2021, 15:15:00,3511,3511
750,2/6/2021, 15:30:00,3387,3387
751,2/6/2021, 15:45:00,3241,3241
752,2/6/2021, 16:00:00,3170,3170
753,2/6/2021, 16:15:00,3058,3058
754,2/6/2021, 16:30:00,2931,2931
755,2/6/2021, 16:45:00,2778,2778
756,2/6/2021, 17:00:00,2604,2604
757,2/6/2021, 17:15:00,2433,2433
758,2/6/2021, 17:30:00,2240,2240
759,2/6/2021, 17:45:00,1989,1989
760,2/6/2021, 18:00:00,1728,1728
761,2/6/2021, 18:15:00,1452,1452
762,2/6/2021, 18:30:00,1158,1158
763,2/6/2021, 18:45:00,1167,1167
764,2/6/2021, 19:00:00,902,902
765,2/6/2021, 19:15:00,491,491
766,2/6/2021, 19:30:00,372,372
767,2/6/2021, 19:45:00,185,185
768,2/6/2021, 20:00:00,103,103
769,2/6/2021, 20:15:00,63,63
770,2/6/2021, 20:30:00,29,29
771,2/6/2021, 20:45:00,2,2
772,2/6/2021, 21:00:00,4,4
773,2/6/2021, 21:15:00,1,1
774,2/6/2021, 21:30:00,0,0
775,2/6/2021, 21:45:00,0,0
776,2/6/2021, 22:00:00,0,0
777,2/6/2021, 22:15:00,0,0
778,2/6/2021, 22:30:00,0,0
779,2/6/2021, 22:45:00,0,0
780,2/6/2021, 23:00:00,0,0
781,2/6/2021, 23:15:00,0,0
782,2/6/2021, 23:30:00,0,0
783,2/6/2021, 23:45:00,0,0
784,2/6/2021, 24:00:00,0,0
785,3/6/2021, 00:15:00,0,0
786,3/6/2021, 00:30:00,0,0
787,3/6/2021, 00:45:00,0,0
788,3/6/2021, 01:00:00,0,0
789,3/6/2021, 01:15:00,0,0
790,3/6/2021, 01:30:00,0,0
791,3/6/2021, 01:45:00,0,0
792,3/6/2021, 02:00:00,0,0
793,3/6/2021, 02:15:00,0,0
794,3/6/2021, 02:30:00,0,0
795,3/6/2021, 02:45:00,0,0
796,3/6/2021, 03:00:00,0,0
797,3/6/2021, 03:15:00,0,0
798,3/6/2021, 03:30:00,0,0
799,3/6/2021, 03:45:00,0,0
800,3/6/2021, 04:00:00,0,0
801,3/6/2021, 04:15:00,0,0
802,3/6/2021, 04:30:00,0,0
803,3/6/2021, 04:45:00,0,0
804,3/6/2021, 05:00:00,0,0
805,3/6/2021, 05:15:00,4,4
806,3/6/2021, 05:30:00,13,13
807,3/6/2021, 05:45:00,28,28
808,3/6/2021, 06:00:00,52,52
809,3/6/2021, 06:15:00,76,76
810,3/6/2021, 06:30:00,102,102
811,3/6/2021, 06:45:00,144,144
812,3/6/2021, 07:00:00,177,177
813,3/6/2021, 07:15:00,202,202
814,3/6/2021, 07:30:00,288,288
815,3/6/2021, 07:45:00,358,358
816,3/6/2021, 08:00:00,405,405
817,3/6/2021, 08:15:00,561,561
818,3/6/2021, 08:30:00,663,663
819,3/6/2021, 08:45:00,756,756
820,3/6/2021, 09:00:00,1094,1094
821,3/6/2021, 09:15:00,1344,1344
822,3/6/2021, 09:30:00,1712,1712
823,3/6/2021, 09:45:00,1642,1642
824,3/6/2021, 10:00:00,1851,1851
825,3/6/2021, 10:15:00,1913,1913
826,3/6/2021, 10:30:00,1620,1620
827,3/6/2021, 10:45:00,2201,2201
828,3/6/2021, 11:00:00,2272,2272
829,3/6/2021, 11:15:00,1661,1661
830,3/6/2021, 11:30:00,1375,1375
831,3/6/2021, 11:45:00,1428,1428
832,3/6/2021, 12:00:00,1232,1232
833,3/6/2021, 12:15:00,2582,2582
834,3/6/2021, 12:30:00,2667,2667
835,3/6/2021, 12:45:00,2949,2949
836,3/6/2021, 13:00:00,2055,2055
837,3/6/2021, 13:15:00,1766,1766
838,3/6/2021, 13:30:00,1669,1669
839,3/6/2021, 13:45:00,1659,1659
840,3/6/2021, 14:00:00,1944,1944
841,3/6/2021, 14:15:00,2424,2424
842,3/6/2021, 14:30:00,2233,2233
843,3/6/2021, 14:45:00,2190,2190
844,3/6/2021, 15:00:00,2661,2661
845,3/6/2021, 15:15:00,2783,2783
846,3/6/2021, 15:30:00,2736,2736
847,3/6/2021, 15:45:00,2707,2707
848,3/6/2021, 16:00:00,2576,2576
849,3/6/2021, 16:15:00,2654,2654
850,3/6/2021, 16:30:00,2409,2409
851,3/6/2021, 16:45:00,2106,2106
852,3/6/2021, 17:00:00,1702,1702
853,3/6/2021, 17:15:00,1631,1631
854,3/6/2021, 17:30:00,1836,1836
855,3/6/2021, 17:45:00,1740,1740
856,3/6/2021, 18:00:00,1529,1529
857,3/6/2021, 18:15:00,1364,1364
858,3/6/2021, 18:30:00,1152,1152
859,3/6/2021, 18:45:00,994,994
860,3/6/2021, 19:00:00,850,850
861,3/6/2021, 19:15:00,681,681
862,3/6/2021, 19:30:00,526,526
863,3/6/2021, 19:45:00,335,335
864,3/6/2021, 20:00:00,252,252
865,3/6/2021, 20:15:00,193,193
866,3/6/2021, 20:30:00,112,112
867,3/6/2021, 20:45:00,57,57
868,3/6/2021, 21:00:00,23,23
869,3/6/2021, 21:15:00,7,7
870,3/6/2021, 21:30:00,1,1
871,3/6/2021, 21:45:00,0,0
872,3/6/2021, 22:00:00,0,0
873,3/6/2021, 22:15:00,0,0
874,3/6/2021, 22:30:00,0,0
875,3/6/2021, 22:45:00,0,0
876,3/6/2021, 23:00:00,0,0
877,3/6/2021, 23:15:00,0,0
878,3/6/2021, 23:30:00,0,0
879,3/6/2021, 23:45:00,0,0
880,3/6/2021, 24:00:00,0,0
881,4/6/2021, 00:15:00,0,0
882,4/6/2021, 00:30:00,0,0
883,4/6/2021, 00:45:00,0,0
884,4/6/2021, 01:00:00,0,0
885,4/6/2021, 01:15:00,0,0
886,4/6/2021, 01:30:00,0,0
887,4/6/2021, 01:45:00,0,0
888,4/6/2021, 02:00:00,0,0
889,4/6/2021, 02:15:00,0,0
890,4/6/2021, 02:30:00,0,0
891,4/6/2021, 02:45:00,0,0
892,4/6/2021, 03:00:00,0,0
893,4/6/2021, 03:15:00,0,0
894,4/6/2021, 03:30:00,0,0
895,4/6/2021, 03:45:00,0,0
896,4/6/2021, 04:00:00,0,0
897,4/6/2021, 04:15:00,0,0
898,4/6/2021, 04:30:00,0,0
899,4/6/2021, 04:45:00,0,0
900,4/6/2021, 05:00:00,0,0
901,4/6/2021, 05:15:00,2,2
902,4/6/2021, 05:30:00,14,14
903,4/6/2021, 05:45:00,32,32
904,4/6/2021, 06:00:00,56,56
905,4/6/2021, 06:15:00,80,80
906,4/6/2021, 06:30:00,101,101
907,4/6/2021, 06:45:00,237,237
908,4/6/2021, 07:00:00,366,366
909,4/6/2021, 07:15:00,470,470
910,4/6/2021, 07:30:00,585,585
911,4/6/2021, 07:45:00,783,783
912,4/6/2021, 08:00:00,904,904
913,4/6/2021, 08:15:00,825,825
914,4/6/2021, 08:30:00,579,579
915,4/6/2021, 08:45:00,717,717
916,4/6/2021, 09:00:00,1052,1052
917,4/6/2021, 09:15:00,1767,1767
918,4/6/2021, 09:30:00,1803,1803
919,4/6/2021, 09:45:00,1672,1672
920,4/6/2021, 10:00:00,1084,1084
921,4/6/2021, 10:15:00,1195,1195
922,4/6/2021, 10:30:00,1309,1309
923,4/6/2021, 10:45:00,1721,1721
924,4/6/2021, 11:00:00,1464,1464
925,4/6/2021, 11:15:00,1582,1582
926,4/6/2021, 11:30:00,1910,1910
927,4/6/2021, 11:45:00,2560,2560
928,4/6/2021, 12:00:00,1564,1564
929,4/6/2021, 12:15:00,1636,1636
930,4/6/2021, 12:30:00,1780,1780
931,4/6/2021, 12:45:00,1538,1538
932,4/6/2021, 13:00:00,1938,1938
933,4/6/2021, 13:15:00,2047,2047
934,4/6/2021, 13:30:00,1656,1656
935,4/6/2021, 13:45:00,1321,1321
936,4/6/2021, 14:00:00,891,891
937,4/6/2021, 14:15:00,766,766
938,4/6/2021, 14:30:00,687,687
939,4/6/2021, 14:45:00,734,734
940,4/6/2021, 15:00:00,626,626
941,4/6/2021, 15:15:00,876,876
942,4/6/2021, 15:30:00,923,923
943,4/6/2021, 15:45:00,794,794
944,4/6/2021, 16:00:00,436,436
945,4/6/2021, 16:15:00,554,554
946,4/6/2021, 16:30:00,639,639
947,4/6/2021, 16:45:00,555,555
948,4/6/2021, 17:00:00,462,462
949,4/6/2021, 17:15:00,432,432
950,4/6/2021, 17:30:00,607,607
951,4/6/2021, 17:45:00,515,515
952,4/6/2021, 18:00:00,422,422
953,4/6/2021, 18:15:00,302,302
954,4/6/2021, 18:30:00,292,292
955,4/6/2021, 18:45:00,337,337
956,4/6/2021, 19:00:00,352,352
957,4/6/2021, 19:15:00,260,260
958,4/6/2021, 19:30:00,186,186
959,4/6/2021, 19:45:00,108,108
960,4/6/2021, 20:00:00,54,54
961,4/6/2021, 20:15:00,29,29
962,4/6/2021, 20:30:00,22,22
963,4/6/2021, 20:45:00,20,20
964,4/6/2021, 21:00:00,9,9
965,4/6/2021, 21:15:00,3,3
966,4/6/2021, 21:30:00,0,0
967,4/6/2021, 21:45:00,0,0
968,4/6/2021, 22:00:00,0,0
969,4/6/2021, 22:15:00,0,0
970,4/6/2021, 22:30:00,0,0
971,4/6/2021, 22:45:00,0,0
972,4/6/2021, 23:00:00,0,0
973,4/6/2021, 23:15:00,0,0
974,4/6/2021, 23:30:00,0,0
975,4/6/2021, 23:45:00,0,0
976,4/6/2021, 24:00:00,0,0
977,5/6/2021, 00:15:00,0,0
978,5/6/2021, 00:30:00,0,0
979,5/6/2021, 00:45:00,0,0
980,5/6/2021, 01:00:00,0,0
981,5/6/2021, 01:15:00,0,0
982,5/6/2021, 01:30:00,0,0
983,5/6/2021, 01:45:00,0,0
984,5/6/2021, 02:00:00,0,0
985,5/6/2021, 02:15:00,0,0
986,5/6/2021, 02:30:00,0,0
987,5/6/2021, 02:45:00,0,0
988,5/6/2021, 03:00:00,0,0
989,5/6/2021, 03:15:00,0,0
990,5/6/2021, 03:30:00,0,0
991,5/6/2021, 03:45:00,0,0
992,5/6/2021, 04:00:00,0,0
993,5/6/2021, 04:15:00,0,0
994,5/6/2021, 04:30:00,0,0
995,5/6/2021, 04:45:00,0,0
996,5/6/2021, 05:00:00,0,0
997,5/6/2021, 05:15:00,0,0
998,5/6/2021, 05:30:00,0,0
999,5/6/2021, 05:45:00,8,8
1000,5/6/2021, 06:00:00,18,18
1001,5/6/2021, 06:15:00,17,17
1002,5/6/2021, 06:30:00,45,45
1003,5/6/2021, 06:45:00,88,88
1004,5/6/2021, 07:00:00,76,76
1005,5/6/2021, 07:15:00,78,78
1006,5/6/2021, 07:30:00,99,99
1007,5/6/2021, 07:45:00,180,180
1008,5/6/2021, 08:00:00,174,174
1009,5/6/2021, 08:15:00,347,347
1010,5/6/2021, 08:30:00,448,448
1011,5/6/2021, 08:45:00,194,194
1012,5/6/2021, 09:00:00,507,507
1013,5/6/2021, 09:15:00,392,392
1014,5/6/2021, 09:30:00,916,916
1015,5/6/2021, 09:45:00,1723,1723
1016,5/6/2021, 10:00:00,1788,1788
1017,5/6/2021, 10:15:00,1423,1423
1018,5/6/2021, 10:30:00,589,589
1019,5/6/2021, 10:45:00,579,579
1020,5/6/2021, 11:00:00,608,608
1021,5/6/2021, 11:15:00,579,579
1022,5/6/2021, 11:30:00,692,692
1023,5/6/2021, 11:45:00,843,843
1024,5/6/2021, 12:00:00,1608,1608
1025,5/6/2021, 12:15:00,1209,1209
1026,5/6/2021, 12:30:00,1551,1551
1027,5/6/2021, 12:45:00,1859,1859
1028,5/6/2021, 13:00:00,1972,1972
1029,5/6/2021, 13:15:00,1864,1864
1030,5/6/2021, 13:30:00,1863,1863
1031,5/6/2021, 13:45:00,1554,1554
1032,5/6/2021, 14:00:00,1690,1690
1033,5/6/2021, 14:15:00,1384,1384
1034,5/6/2021, 14:30:00,1578,1578
1035,5/6/2021, 14:45:00,1089,1089
1036,5/6/2021, 15:00:00,894,894
1037,5/6/2021, 15:15:00,1009,1009
1038,5/6/2021, 15:30:00,1126,1126
1039,5/6/2021, 15:45:00,1120,1120
1040,5/6/2021, 16:00:00,777,777
1041,5/6/2021, 16:15:00,793,793
1042,5/6/2021, 16:30:00,806,806
1043,5/6/2021, 16:45:00,710,710
1044,5/6/2021, 17:00:00,610,610
1045,5/6/2021, 17:15:00,518,518
1046,5/6/2021, 17:30:00,418,418
1047,5/6/2021, 17:45:00,383,383
1048,5/6/2021, 18:00:00,362,362
1049,5/6/2021, 18:15:00,296,296
1050,5/6/2021, 18:30:00,240,240
1051,5/6/2021, 18:45:00,136,136
1052,5/6/2021, 19:00:00,158,158
1053,5/6/2021, 19:15:00,159,159
1054,5/6/2021, 19:30:00,151,151
1055,5/6/2021, 19:45:00,127,127
1056,5/6/2021, 20:00:00,98,98
1057,5/6/2021, 20:15:00,70,70
1058,5/6/2021, 20:30:00,47,47
1059,5/6/2021, 20:45:00,27,27
1060,5/6/2021, 21:00:00,14,14
1061,5/6/2021, 21:15:00,5,5
1062,5/6/2021, 21:30:00,1,1
1063,5/6/2021, 21:45:00,0,0
1064,5/6/2021, 22:00:00,0,0
1065,5/6/2021, 22:15:00,0,0
1066,5/6/2021, 22:30:00,0,0
1067,5/6/2021, 22:45:00,0,0
1068,5/6/2021, 23:00:00,0,0
1069,5/6/2021, 23:15:00,0,0
1070,5/6/2021, 23:30:00,0,0
1071,5/6/2021, 23:45:00,0,0
1072,5/6/2021, 24:00:00,0,0
1073,6/6/2021, 00:15:00,0,0
1074,6/6/2021, 00:30:00,0,0
1075,6/6/2021, 00:45:00,0,0
1076,6/6/2021, 01:00:00,0,0
1077,6/6/2021, 01:15:00,0,0
1078,6/6/2021, 01:30:00,0,0
1079,6/6/2021, 01:45:00,0,0
1080,6/6/2021, 02:00:00,0,0
1081,6/6/2021, 02:15:00,0,0
1082,6/6/2021, 02:30:00,0,0
1083,6/6/2021, 02:45:00,0,0
1084,6/6/2021, 03:00:00,0,0
1085,6/6/2021, 03:15:00,0,0
1086,6/6/2021, 03:30:00,0,0
1087,6/6/2021, 03:45:00,0,0
1088,6/6/2021, 04:00:00,0,0
1089,6/6/2021, 04:15:00,0,0
1090,6/6/2021, 04:30:00,0,0
1091,6/6/2021, 04:45:00,0,0
1092,6/6/2021, 05:00:00,0,0
1093,6/6/2021, 05:15:00,1,1
1094,6/6/2021, 05:30:00,10,10
1095,6/6/2021, 05:45:00,15,15
1096,6/6/2021, 06:00:00,17,17
1097,6/6/2021, 06:15:00,42,42
1098,6/6/2021, 06:30:00,70,70
1099,6/6/2021, 06:45:00,88,88
1100,6/6/2021, 07:00:00,88,88
1101,6/6/2021, 07:15:00,59,59
1102,6/6/2021, 07:30:00,64,64
1103,6/6/2021, 07:45:00,70,70
1104,6/6/2021, 08:00:00,136,136
1105,6/6/2021, 08:15:00,171,171
1106,6/6/2021, 08:30:00,199,199
1107,6/6/2021, 08:45:00,225,225
1108,6/6/2021, 09:00:00,317,317
1109,6/6/2021, 09:15:00,558,558
1110,6/6/2021, 09:30:00,680,680
1111,6/6/2021, 09:45:00,526,526
1112,6/6/2021, 10:00:00,450,450
1113,6/6/2021, 10:15:00,439,439
1114,6/6/2021, 10:30:00,421,421
1115,6/6/2021, 10:45:00,627,627
1116,6/6/2021, 11:00:00,586,586
1117,6/6/2021, 11:15:00,391,391
1118,6/6/2021, 11:30:00,430,430
1119,6/6/2021, 11:45:00,353,353
1120,6/6/2021, 12:00:00,337,337
1121,6/6/2021, 12:15:00,242,242
1122,6/6/2021, 12:30:00,212,212
1123,6/6/2021, 12:45:00,311,311
1124,6/6/2021, 13:00:00,463,463
1125,6/6/2021, 13:15:00,420,420
1126,6/6/2021, 13:30:00,426,426
1127,6/6/2021, 13:45:00,468,468
1128,6/6/2021, 14:00:00,262,262
1129,6/6/2021, 14:15:00,260,260
1130,6/6/2021, 14:30:00,293,293
1131,6/6/2021, 14:45:00,603,603
1132,6/6/2021, 15:00:00,448,448
1133,6/6/2021, 15:15:00,318,318
1134,6/6/2021, 15:30:00,347,347
1135,6/6/2021, 15:45:00,197,197
1136,6/6/2021, 16:00:00,122,122
1137,6/6/2021, 16:15:00,129,129
1138,6/6/2021, 16:30:00,171,171
1139,6/6/2021, 16:45:00,205,205
1140,6/6/2021, 17:00:00,188,188
1141,6/6/2021, 17:15:00,147,147
1142,6/6/2021, 17:30:00,129,129
1143,6/6/2021, 17:45:00,63,63
1144,6/6/2021, 18:00:00,114,114
1145,6/6/2021, 18:15:00,182,182
1146,6/6/2021, 18:30:00,241,241
1147,6/6/2021, 18:45:00,139,139
1148,6/6/2021, 19:00:00,55,55
1149,6/6/2021, 19:15:00,45,45
1150,6/6/2021, 19:30:00,44,44
1151,6/6/2021, 19:45:00,60,60
1152,6/6/2021, 20:00:00,39,39
1153,6/6/2021, 20:15:00,15,15
1154,6/6/2021, 20:30:00,5,5
1155,6/6/2021, 20:45:00,7,7
1156,6/6/2021, 21:00:00,3,3
1157,6/6/2021, 21:15:00,0,0
1158,6/6/2021, 21:30:00,0,0
1159,6/6/2021, 21:45:00,0,0
1160,6/6/2021, 22:00:00,0,0
1161,6/6/2021, 22:15:00,0,0
1162,6/6/2021, 22:30:00,0,0
1163,6/6/2021, 22:45:00,0,0
1164,6/6/2021, 23:00:00,0,0
1165,6/6/2021, 23:15:00,0,0
1166,6/6/2021, 23:30:00,0,0
1167,6/6/2021, 23:45:00,0,0
1168,6/6/2021, 24:00:00,0,0
1169,7/6/2021, 00:15:00,0,0
1170,7/6/2021, 00:30:00,0,0
1171,7/6/2021, 00:45:00,0,0
1172,7/6/2021, 01:00:00,0,0
1173,7/6/2021, 01:15:00,0,0
1174,7/6/2021, 01:30:00,0,0
1175,7/6/2021, 01:45:00,0,0
1176,7/6/2021, 02:00:00,0,0
1177,7/6/2021, 02:15:00,0,0
1178,7/6/2021, 02:30:00,0,0
1179,7/6/2021, 02:45:00,0,0
1180,7/6/2021, 03:00:00,0,0
1181,7/6/2021, 03:15:00,0,0
1182,7/6/2021, 03:30:00,0,0
1183,7/6/2021, 03:45:00,0,0
1184,7/6/2021, 04:00:00,0,0
1185,7/6/2021, 04:15:00,0,0
1186,7/6/2021, 04:30:00,0,0
1187,7/6/2021, 04:45:00,0,0
1188,7/6/2021, 05:00:00,0,0
1189,7/6/2021, 05:15:00,0,0
1190,7/6/2021, 05:30:00,1,1
1191,7/6/2021, 05:45:00,7,7
1192,7/6/2021, 06:00:00,12,12
1193,7/6/2021, 06:15:00,22,22
1194,7/6/2021, 06:30:00,31,31
1195,7/6/2021, 06:45:00,35,35
1196,7/6/2021, 07:00:00,34,34
1197,7/6/2021, 07:15:00,32,32
1198,7/6/2021, 07:30:00,42,42
1199,7/6/2021, 07:45:00,68,68
1200,7/6/2021, 08:00:00,132,132
1201,7/6/2021, 08:15:00,215,215
1202,7/6/2021, 08:30:00,218,218
1203,7/6/2021, 08:45:00,215,215
1204,7/6/2021, 09:00:00,307,307
1205,7/6/2021, 09:15:00,385,385
1206,7/6/2021, 09:30:00,649,649
1207,7/6/2021, 09:45:00,614,614
1208,7/6/2021, 10:00:00,202,202
1209,7/6/2021, 10:15:00,481,481
1210,7/6/2021, 10:30:00,592,592
1211,7/6/2021, 10:45:00,600,600
1212,7/6/2021, 11:00:00,653,653
1213,7/6/2021, 11:15:00,972,972
1214,7/6/2021, 11:30:00,479,479
1215,7/6/2021, 11:45:00,403,403
1216,7/6/2021, 12:00:00,437,437
1217,7/6/2021, 12:15:00,389,389
1218,7/6/2021, 12:30:00,491,491
1219,7/6/2021, 12:45:00,599,599
1220,7/6/2021, 13:00:00,98,98
