Site Name ,BLAUOYSTER,,,
1221,7/6/2021, 13:15:00,19,19
1222,7/6/2021, 13:30:00,5,5
1223,7/6/2021, 13:45:00,16,16
1224,7/6/2021, 14:00:00,10,10
1225,7/6/2021, 14:15:00,8,8
1226,7/6/2021, 14:30:00,7,7
1227,7/6/2021, 14:45:00,20,20
1228,7/6/2021, 15:00:00,15,15
1229,7/6/2021, 15:15:00,11,11
1230,7/6/2021, 15:30:00,9,9
1231,7/6/2021, 15:45:00,7,7
1232,7/6/2021, 16:00:00,5,5
1233,7/6/2021, 16:15:00,5,5
1234,7/6/2021, 16:30:00,4,4
1235,7/6/2021, 16:45:00,3,3
1236,7/6/2021, 17:00:00,3,3
1237,7/6/2021, 17:15:00,1,1
1238,7/6/2021, 17:30:00,1,1
1239,7/6/2021, 17:45:00,2,2
1240,7/6/2021, 18:00:00,1,1
1241,7/6/2021, 18:15:00,0,0
1242,7/6/2021, 18:30:00,0,0
1243,7/6/2021, 18:45:00,0,0
1244,7/6/2021, 19:00:00,0,0
1245,7/6/2021, 19:15:00,0,0
1246,7/6/2021, 19:30:00,0,0
1247,7/6/2021, 19:45:00,0,0
1248,7/6/2021, 20:00:00,0,0
1249,7/6/2021, 20:15:00,0,0
1250,7/6/2021, 20:30:00,0,0
1251,7/6/2021, 20:45:00,0,0
1252,7/6/2021, 21:00:00,0,0
1253,7/6/2021, 21:15:00,0,0
1254,7/6/2021, 21:30:00,0,0
1255,7/6/2021, 21:45:00,0,0
1256,7/6/2021, 22:00:00,0,0
1257,7/6/2021, 22:15:00,0,0
1258,7/6/2021, 22:30:00,0,0
1259,7/6/2021, 22:45:00,0,0
1260,7/6/2021, 23:00:00,0,0
1261,7/6/2021, 23:15:00,0,0
1262,7/6/2021, 23:30:00,0,0
1263,7/6/2021, 23:45:00,0,0
1264,7/6/2021, 24:00:00,0,0
1265,8/6/2021, 00:15:00,0,0
1266,8/6/2021, 00:30:00,0,0
1267,8/6/2021, 00:45:00,0,0
1268,8/6/2021, 01:00:00,0,0
1269,8/6/2021, 01:15:00,0,0
1270,8/6/2021, 01:30:00,0,0
1271,8/6/2021, 01:45:00,0,0
1272,8/6/2021, 02:00:00,0,0
1273,8/6/2021, 02:15:00,0,0
1274,8/6/2021, 02:30:00,0,0
1275,8/6/2021, 02:45:00,0,0
1276,8/6/2021, 03:00:00,0,0
1277,8/6/2021, 03:15:00,0,0
1278,8/6/2021, 03:30:00,0,0
1279,8/6/2021, 03:45:00,0,0
1280,8/6/2021, 04:00:00,0,0
1281,8/6/2021, 04:15:00,0,0
1282,8/6/2021, 04:30:00,0,0
1283,8/6/2021, 04:45:00,0,0
1284,8/6/2021, 05:00:00,0,0
1285,8/6/2021, 05:15:00,0,0
1286,8/6/2021, 05:30:00,1,1
1287,8/6/2021, 05:45:00,6,6
1288,8/6/2021, 06:00:00,11,11
1289,8/6/2021, 06:15:00,19,19
1290,8/6/2021, 06:30:00,28,28
1291,8/6/2021, 06:45:00,43,43
1292,8/6/2021, 07:00:00,60,60
1293,8/6/2021, 07:15:00,56,56
1294,8/6/2021, 07:30:00,61,61
1295,8/6/2021, 07:45:00,56,56
1296,8/6/2021, 08:00:00,54,54
1297,8/6/2021, 08:15:00,86,86
1298,8/6/2021, 08:30:00,42,42
1299,8/6/2021, 08:45:00,50,50
1300,8/6/2021, 09:00:00,111,111
1301,8/6/2021, 09:15:00,262,262
1302,8/6/2021, 09:30:00,289,289
1303,8/6/2021, 09:45:00,341,341
1304,8/6/2021, 10:00:00,360,360
1305,8/6/2021, 10:15:00,274,274
1306,8/6/2021, 10:30:00,547,547
1307,8/6/2021, 10:45:00,916,916
1308,8/6/2021, 11:00:00,1431,1431
1309,8/6/2021, 11:15:00,1413,1413
1310,8/6/2021, 11:30:00,1152,1152
1311,8/6/2021, 11:45:00,1433,1433
1312,8/6/2021, 12:00:00,6517,6517
1313,8/6/2021, 12:15:00,6307,6307
1314,8/6/2021, 12:30:00,6309,6309
1315,8/6/2021, 12:45:00,4430,4430
1316,8/6/2021, 13:00:00,2943,2943
1317,8/6/2021, 13:15:00,2652,2652
1318,8/6/2021, 13:30:00,1138,1138
1319,8/6/2021, 13:45:00,123,123
1320,8/6/2021, 14:00:00,57,57
1321,8/6/2021, 14:15:00,52,52
1322,8/6/2021, 14:30:00,40,40
1323,8/6/2021, 14:45:00,31,31
1324,8/6/2021, 15:00:00,22,22
1325,8/6/2021, 15:15:00,16,16
1326,8/6/2021, 15:30:00,11,11
1327,8/6/2021, 15:45:00,11,11
1328,8/6/2021, 16:00:00,9,9
1329,8/6/2021, 16:15:00,8,8
1330,8/6/2021, 16:30:00,8,8
1331,8/6/2021, 16:45:00,7,7
1332,8/6/2021, 17:00:00,7,7
1333,8/6/2021, 17:15:00,17,17
1334,8/6/2021, 17:30:00,38,38
1335,8/6/2021, 17:45:00,39,39
1336,8/6/2021, 18:00:00,31,31
1337,8/6/2021, 18:15:00,26,26
1338,8/6/2021, 18:30:00,15,15
1339,8/6/2021, 18:45:00,19,19
1340,8/6/2021, 19:00:00,12,12
1341,8/6/2021, 19:15:00,8,8
1342,8/6/2021, 19:30:00,8,8
1343,8/6/2021, 19:45:00,7,7
1344,8/6/2021, 20:00:00,7,7
1345,8/6/2021, 20:15:00,4,4
1346,8/6/2021, 20:30:00,2,2
1347,8/6/2021, 20:45:00,0,0
1348,8/6/2021, 21:00:00,0,0
1349,8/6/2021, 21:15:00,0,0
1350,8/6/2021, 21:30:00,0,0
1351,8/6/2021, 21:45:00,0,0
1352,8/6/2021, 22:00:00,0,0
1353,8/6/2021, 22:15:00,0,0
1354,8/6/2021, 22:30:00,0,0
1355,8/6/2021, 22:45:00,0,0
1356,8/6/2021, 23:00:00,0,0
1357,8/6/2021, 23:15:00,0,0
1358,8/6/2021, 23:30:00,0,0
1359,8/6/2021, 23:45:00,0,0
1360,8/6/2021, 24:00:00,0,0
1361,9/6/2021, 00:15:00,0,0
1362,9/6/2021, 00:30:00,0,0
1363,9/6/2021, 00:45:00,0,0
1364,9/6/2021, 01:00:00,0,0
1365,9/6/2021, 01:15:00,0,0
1366,9/6/2021, 01:30:00,0,0
1367,9/6/2021, 01:45:00,0,0
1368,9/6/2021, 02:00:00,0,0
1369,9/6/2021, 02:15:00,0,0
1370,9/6/2021, 02:30:00,0,0
1371,9/6/2021, 02:45:00,0,0
1372,9/6/2021, 03:00:00,0,0
1373,9/6/2021, 03:15:00,0,0
1374,9/6/2021, 03:30:00,0,0
1375,9/6/2021, 03:45:00,0,0
1376,9/6/2021, 04:00:00,0,0
1377,9/6/2021, 04:15:00,0,0
1378,9/6/2021, 04:30:00,0,0
1379,9/6/2021, 04:45:00,0,0
1380,9/6/2021, 05:00:00,0,0
1381,9/6/2021, 05:15:00,1,1
1382,9/6/2021, 05:30:00,5,5
1383,9/6/2021, 05:45:00,15,15
1384,9/6/2021, 06:00:00,31,31
1385,9/6/2021, 06:15:00,57,57
1386,9/6/2021, 06:30:00,75,75
1387,9/6/2021, 06:45:00,107,107
1388,9/6/2021, 07:00:00,187,187
1389,9/6/2021, 07:15:00,336,336
1390,9/6/2021, 07:30:00,247,247
1391,9/6/2021, 07:45:00,193,193
1392,9/6/2021, 08:00:00,329,329
1393,9/6/2021, 08:15:00,340,340
1394,9/6/2021, 08:30:00,604,604
1395,9/6/2021, 08:45:00,768,768
1396,9/6/2021, 09:00:00,1010,1010
1397,9/6/2021, 09:15:00,975,975
1398,9/6/2021, 09:30:00,1198,1198
1399,9/6/2021, 09:45:00,557,557
1400,9/6/2021, 10:00:00,322,322
1401,9/6/2021, 10:15:00,306,306
1402,9/6/2021, 10:30:00,317,317
1403,9/6/2021, 10:45:00,714,714
1404,9/6/2021, 11:00:00,2091,2091
1405,9/6/2021, 11:15:00,2117,2117
1406,9/6/2021, 11:30:00,1964,1964
1407,9/6/2021, 11:45:00,1368,1368
1408,9/6/2021, 12:00:00,1408,1408
1409,9/6/2021, 12:15:00,1194,1194
1410,9/6/2021, 12:30:00,1027,1027
1411,9/6/2021, 12:45:00,920,920
1412,9/6/2021, 13:00:00,791,791
1413,9/6/2021, 13:15:00,1827,1827
1414,9/6/2021, 13:30:00,5011,5011
1415,9/6/2021, 13:45:00,4542,4542
1416,9/6/2021, 14:00:00,505,505
1417,9/6/2021, 14:15:00,309,309
1418,9/6/2021, 14:30:00,290,290
1419,9/6/2021, 14:45:00,229,229
1420,9/6/2021, 15:00:00,175,175
1421,9/6/2021, 15:15:00,126,126
1422,9/6/2021, 15:30:00,104,104
1423,9/6/2021, 15:45:00,69,69
1424,9/6/2021, 16:00:00,58,58
1425,9/6/2021, 16:15:00,37,37
1426,9/6/2021, 16:30:00,14,14
1427,9/6/2021, 16:45:00,11,11
1428,9/6/2021, 17:00:00,8,8
1429,9/6/2021, 17:15:00,11,11
1430,9/6/2021, 17:30:00,9,9
1431,9/6/2021, 17:45:00,7,7
1432,9/6/2021, 18:00:00,6,6
1433,9/6/2021, 18:15:00,50,50
1434,9/6/2021, 18:30:00,257,257
1435,9/6/2021, 18:45:00,211,211
1436,9/6/2021, 19:00:00,177,177
1437,9/6/2021, 19:15:00,143,143
1438,9/6/2021, 19:30:00,125,125
1439,9/6/2021, 19:45:00,118,118
1440,9/6/2021, 20:00:00,96,96
1441,9/6/2021, 20:15:00,70,70
1442,9/6/2021, 20:30:00,44,44
1443,9/6/2021, 20:45:00,23,23
1444,9/6/2021, 21:00:00,11,11
1445,9/6/2021, 21:15:00,4,4
1446,9/6/2021, 21:30:00,1,1
1447,9/6/2021, 21:45:00,0,0
1448,9/6/2021, 22:00:00,0,0
1449,9/6/2021, 22:15:00,0,0
1450,9/6/2021, 22:30:00,0,0
1451,9/6/2021, 22:45:00,0,0
1452,9/6/2021, 23:00:00,0,0
1453,9/6/2021, 23:15:00,0,0
1454,9/6/2021, 23:30:00,0,0
1455,9/6/2021, 23:45:00,0,0
1456,9/6/2021, 24:00:00,0,0
1457,10/6/2021, 00:15:00,0,0
1458,10/6/2021, 00:30:00,0,0
1459,10/6/2021, 00:45:00,0,0
1460,10/6/2021, 01:00:00,0,0
1461,10/6/2021, 01:15:00,0,0
1462,10/6/2021, 01:30:00,0,0
1463,10/6/2021, 01:45:00,0,0
1464,10/6/2021, 02:00:00,0,0
1465,10/6/2021, 02:15:00,0,0
1466,10/6/2021, 02:30:00,0,0
1467,10/6/2021, 02:45:00,0,0
1468,10/6/2021, 03:00:00,0,0
1469,10/6/2021, 03:15:00,0,0
1470,10/6/2021, 03:30:00,0,0
1471,10/6/2021, 03:45:00,0,0
1472,10/6/2021, 04:00:00,0,0
1473,10/6/2021, 04:15:00,0,0
1474,10/6/2021, 04:30:00,0,0
1475,10/6/2021, 04:45:00,0,0
1476,10/6/2021, 05:00:00,0,0
1477,10/6/2021, 05:15:00,2,2
1478,10/6/2021, 05:30:00,11,11
1479,10/6/2021, 05:45:00,17,17
1480,10/6/2021, 06:00:00,35,35
1481,10/6/2021, 06:15:00,55,55
1482,10/6/2021, 06:30:00,84,84
1483,10/6/2021, 06:45:00,115,115
1484,10/6/2021, 07:00:00,166,166
1485,10/6/2021, 07:15:00,172,172
1486,10/6/2021, 07:30:00,200,200
1487,10/6/2021, 07:45:00,273,273
1488,10/6/2021, 08:00:00,295,295
1489,10/6/2021, 08:15:00,203,203
1490,10/6/2021, 08:30:00,139,139
1491,10/6/2021, 08:45:00,234,234
1492,10/6/2021, 09:00:00,447,447
1493,10/6/2021, 09:15:00,665,665
1494,10/6/2021, 09:30:00,1305,1305
1495,10/6/2021, 09:45:00,1454,1454
1496,10/6/2021, 10:00:00,1103,1103
1497,10/6/2021, 10:15:00,1281,1281
1498,10/6/2021, 10:30:00,1039,1039
1499,10/6/2021, 10:45:00,1130,1130
1500,10/6/2021, 11:00:00,2910,2910
1501,10/6/2021, 11:15:00,3880,3880
1502,10/6/2021, 11:30:00,3871,3871
1503,10/6/2021, 11:45:00,3172,3172
1504,10/6/2021, 12:00:00,3264,3264
1505,10/6/2021, 12:15:00,2976,2976
1506,10/6/2021, 12:30:00,2869,2869
1507,10/6/2021, 12:45:00,2676,2676
1508,10/6/2021, 13:00:00,2857,2857
1509,10/6/2021, 13:15:00,2617,2617
1510,10/6/2021, 13:30:00,2595,2595
1511,10/6/2021, 13:45:00,1945,1945
1512,10/6/2021, 14:00:00,733,733
1513,10/6/2021, 14:15:00,1589,1589
1514,10/6/2021, 14:30:00,3281,3281
1515,10/6/2021, 14:45:00,1170,1170
1516,10/6/2021, 15:00:00,347,347
1517,10/6/2021, 15:15:00,451,451
1518,10/6/2021, 15:30:00,419,419
1519,10/6/2021, 15:45:00,385,385
1520,10/6/2021, 16:00:00,327,327
1521,10/6/2021, 16:15:00,264,264
1522,10/6/2021, 16:30:00,229,229
1523,10/6/2021, 16:45:00,184,184
1524,10/6/2021, 17:00:00,148,148
1525,10/6/2021, 17:15:00,95,95
1526,10/6/2021, 17:30:00,105,105
1527,10/6/2021, 17:45:00,100,100
1528,10/6/2021, 18:00:00,82,82
1529,10/6/2021, 18:15:00,24,24
1530,10/6/2021, 18:30:00,29,29
1531,10/6/2021, 18:45:00,25,25
1532,10/6/2021, 19:00:00,27,27
1533,10/6/2021, 19:15:00,13,13
1534,10/6/2021, 19:30:00,5,5
1535,10/6/2021, 19:45:00,3,3
1536,10/6/2021, 20:00:00,4,4
1537,10/6/2021, 20:15:00,2,2
1538,10/6/2021, 20:30:00,1,1
1539,10/6/2021, 20:45:00,0,0
1540,10/6/2021, 21:00:00,0,0
1541,10/6/2021, 21:15:00,0,0
1542,10/6/2021, 21:30:00,0,0
1543,10/6/2021, 21:45:00,0,0
1544,10/6/2021, 22:00:00,0,0
1545,10/6/2021, 22:15:00,0,0
1546,10/6/2021, 22:30:00,0,0
1547,10/6/2021, 22:45:00,0,0
1548,10/6/2021, 23:00:00,0,0
1549,10/6/2021, 23:15:00,0,0
1550,10/6/2021, 23:30:00,0,0
1551,10/6/2021, 23:45:00,0,0
1552,10/6/2021, 24:00:00,0,0
1553,11/6/2021, 00:15:00,0,0
1554,11/6/2021, 00:30:00,0,0
1555,11/6/2021, 00:45:00,0,0
1556,11/6/2021, 01:00:00,0,0
1557,11/6/2021, 01:15:00,0,0
1558,11/6/2021, 01:30:00,0,0
1559,11/6/2021, 01:45:00,0,0
1560,11/6/2021, 02:00:00,0,0
1561,11/6/2021, 02:15:00,0,0
1562,11/6/2021, 02:30:00,0,0
1563,11/6/2021, 02:45:00,0,0
1564,11/6/2021, 03:00:00,0,0
1565,11/6/2021, 03:15:00,0,0
1566,11/6/2021, 03:30:00,0,0
1567,11/6/2021, 03:45:00,0,0
1568,11/6/2021, 04:00:00,0,0
1569,11/6/2021, 04:15:00,0,0
1570,11/6/2021, 04:30:00,0,0
1571,11/6/2021, 04:45:00,0,0
1572,11/6/2021, 05:00:00,0,0
1573,11/6/2021, 05:15:00,0,0
1574,11/6/2021, 05:30:00,3,3
1575,11/6/2021, 05:45:00,5,5
1576,11/6/2021, 06:00:00,18,18
1577,11/6/2021, 06:15:00,34,34
1578,11/6/2021, 06:30:00,51,51
1579,11/6/2021, 06:45:00,85,85
1580,11/6/2021, 07:00:00,98,98
1581,11/6/2021, 07:15:00,123,123
1582,11/6/2021, 07:30:00,207,207
1583,11/6/2021, 07:45:00,235,235
1584,11/6/2021, 08:00:00,308,308
1585,11/6/2021, 08:15:00,405,405
1586,11/6/2021, 08:30:00,523,523
1587,11/6/2021, 08:45:00,470,470
1588,11/6/2021, 09:00:00,712,712
1589,11/6/2021, 09:15:00,939,939
1590,11/6/2021, 09:30:00,1330,1330
1591,11/6/2021, 09:45:00,1731,1731
1592,11/6/2021, 10:00:00,2385,2385
1593,11/6/2021, 10:15:00,1789,1789
1594,11/6/2021, 10:30:00,1689,1689
1595,11/6/2021, 10:45:00,3499,3499
1596,11/6/2021, 11:00:00,4142,4142
1597,11/6/2021, 11:15:00,3303,3303
1598,11/6/2021, 11:30:00,6482,6482
1599,11/6/2021, 11:45:00,7485,7485
1600,11/6/2021, 12:00:00,7701,7701
1601,11/6/2021, 12:15:00,6945,6945
1602,11/6/2021, 12:30:00,6040,6040
1603,11/6/2021, 12:45:00,6048,6048
1604,11/6/2021, 13:00:00,6541,6541
1605,11/6/2021, 13:15:00,5517,5517
1606,11/6/2021, 13:30:00,4850,4850
1607,11/6/2021, 13:45:00,3943,3943
1608,11/6/2021, 14:00:00,4368,4368
1609,11/6/2021, 14:15:00,5287,5287
1610,11/6/2021, 14:30:00,2909,2909
1611,11/6/2021, 14:45:00,1010,1010
1612,11/6/2021, 15:00:00,1304,1304
1613,11/6/2021, 15:15:00,1547,1547
1614,11/6/2021, 15:30:00,690,690
1615,11/6/2021, 15:45:00,218,218
1616,11/6/2021, 16:00:00,313,313
1617,11/6/2021, 16:15:00,297,297
1618,11/6/2021, 16:30:00,337,337
1619,11/6/2021, 16:45:00,288,288
1620,11/6/2021, 17:00:00,308,308
1621,11/6/2021, 17:15:00,257,257
1622,11/6/2021, 17:30:00,176,176
1623,11/6/2021, 17:45:00,105,105
1624,11/6/2021, 18:00:00,102,102
1625,11/6/2021, 18:15:00,154,154
1626,11/6/2021, 18:30:00,153,153
1627,11/6/2021, 18:45:00,167,167
1628,11/6/2021, 19:00:00,64,64
1629,11/6/2021, 19:15:00,74,74
1630,11/6/2021, 19:30:00,28,28
1631,11/6/2021, 19:45:00,36,36
1632,11/6/2021, 20:00:00,34,34
1633,11/6/2021, 20:15:00,15,15
1634,11/6/2021, 20:30:00,6,6
1635,11/6/2021, 20:45:00,2,2
1636,11/6/2021, 21:00:00,0,0
1637,11/6/2021, 21:15:00,0,0
1638,11/6/2021, 21:30:00,0,0
1639,11/6/2021, 21:45:00,0,0
1640,11/6/2021, 22:00:00,0,0
1641,11/6/2021, 22:15:00,0,0
1642,11/6/2021, 22:30:00,0,0
1643,11/6/2021, 22:45:00,0,0
1644,11/6/2021, 23:00:00,0,0
1645,11/6/2021, 23:15:00,0,0
1646,11/6/2021, 23:30:00,0,0
1647,11/6/2021, 23:45:00,0,0
1648,11/6/2021, 24:00:00,0,0
1649,12/6/2021, 00:15:00,0,0
1650,12/6/2021, 00:30:00,0,0
1651,12/6/2021, 00:45:00,0,0
1652,12/6/2021, 01:00:00,0,0
1653,12/6/2021, 01:15:00,0,0
1654,12/6/2021, 01:30:00,0,0
1655,12/6/2021, 01:45:00,0,0
1656,12/6/2021, 02:00:00,0,0
1657,12/6/2021, 02:15:00,0,0
1658,12/6/2021, 02:30:00,0,0
1659,12/6/2021, 02:45:00,0,0
1660,12/6/2021, 03:00:00,0,0
1661,12/6/2021, 03:15:00,0,0
1662,12/6/2021, 03:30:00,0,0
1663,12/6/2021, 03:45:00,0,0
1664,12/6/2021, 04:00:00,0,0
1665,12/6/2021, 04:15:00,0,0
1666,12/6/2021, 04:30:00,0,0
1667,12/6/2021, 04:45:00,0,0
1668,12/6/2021, 05:00:00,0,0
1669,12/6/2021, 05:15:00,4,4
1670,12/6/2021, 05:30:00,12,12
1671,12/6/2021, 05:45:00,23,23
1672,12/6/2021, 06:00:00,33,33
1673,12/6/2021, 06:15:00,59,59
1674,12/6/2021, 06:30:00,92,92
1675,12/6/2021, 06:45:00,96,96
1676,12/6/2021, 07:00:00,121,121
1677,12/6/2021, 07:15:00,136,136
1678,12/6/2021, 07:30:00,261,261
1679,12/6/2021, 07:45:00,619,619
1680,12/6/2021, 08:00:00,639,639
1681,12/6/2021, 08:15:00,604,604
1682,12/6/2021, 08:30:00,627,627
1683,12/6/2021, 08:45:00,288,288
1684,12/6/2021, 09:00:00,616,616
1685,12/6/2021, 09:15:00,1153,1153
1686,12/6/2021, 09:30:00,1391,1391
1687,12/6/2021, 09:45:00,1963,1963
1688,12/6/2021, 10:00:00,2317,2317
1689,12/6/2021, 10:15:00,2786,2786
1690,12/6/2021, 10:30:00,2881,2881
1691,12/6/2021, 10:45:00,3657,3657
1692,12/6/2021, 11:00:00,4744,4744
1693,12/6/2021, 11:15:00,3276,3276
1694,12/6/2021, 11:30:00,4243,4243
1695,12/6/2021, 11:45:00,6136,6136
1696,12/6/2021, 12:00:00,13024,13024
1697,12/6/2021, 12:15:00,15296,15296
1698,12/6/2021, 12:30:00,16996,16996
1699,12/6/2021, 12:45:00,14750,14750
1700,12/6/2021, 13:00:00,6856,6856
1701,12/6/2021, 13:15:00,10998,10998
1702,12/6/2021, 13:30:00,17663,17663
1703,12/6/2021, 13:45:00,15049,15049
1704,12/6/2021, 14:00:00,16928,16928
1705,12/6/2021, 14:15:00,16600,16600
1706,12/6/2021, 14:30:00,15371,15371
1707,12/6/2021, 14:45:00,17070,17070
1708,12/6/2021, 15:00:00,10759,10759
1709,12/6/2021, 15:15:00,5756,5756
1710,12/6/2021, 15:30:00,4304,4304
1711,12/6/2021, 15:45:00,3068,3068
1712,12/6/2021, 16:00:00,1516,1516
1713,12/6/2021, 16:15:00,926,926
1714,12/6/2021, 16:30:00,657,657
1715,12/6/2021, 16:45:00,419,419
1716,12/6/2021, 17:00:00,351,351
1717,12/6/2021, 17:15:00,263,263
1718,12/6/2021, 17:30:00,213,213
1719,12/6/2021, 17:45:00,155,155
1720,12/6/2021, 18:00:00,137,137
1721,12/6/2021, 18:15:00,125,125
1722,12/6/2021, 18:30:00,106,106
1723,12/6/2021, 18:45:00,96,96
1724,12/6/2021, 19:00:00,71,71
1725,12/6/2021, 19:15:00,60,60
1726,12/6/2021, 19:30:00,23,23
1727,12/6/2021, 19:45:00,13,13
1728,12/6/2021, 20:00:00,23,23
1729,12/6/2021, 20:15:00,16,16
1730,12/6/2021, 20:30:00,19,19
1731,12/6/2021, 20:45:00,11,11
1732,12/6/2021, 21:00:00,4,4
1733,12/6/2021, 21:15:00,0,0
1734,12/6/2021, 21:30:00,0,0
1735,12/6/2021, 21:45:00,0,0
1736,12/6/2021, 22:00:00,0,0
1737,12/6/2021, 22:15:00,0,0
1738,12/6/2021, 22:30:00,0,0
1739,12/6/2021, 22:45:00,0,0
1740,12/6/2021, 23:00:00,0,0
1741,12/6/2021, 23:15:00,0,0
1742,12/6/2021, 23:30:00,0,0
1743,12/6/2021, 23:45:00,0,0
1744,12/6/2021, 24:00:00,0,0
1745,13/06/2021 , 00:15:00,0,0
1746,13/06/2021 , 00:30:00,0,0
1747,13/06/2021 , 00:45:00,0,0
1748,13/06/2021 , 01:00:00,0,0
1749,13/06/2021 , 01:15:00,0,0
1750,13/06/2021 , 01:30:00,0,0
1751,13/06/2021 , 01:45:00,0,0
1752,13/06/2021 , 02:00:00,0,0
1753,13/06/2021 , 02:15:00,0,0
1754,13/06/2021 , 02:30:00,0,0
1755,13/06/2021 , 02:45:00,0,0
1756,13/06/2021 , 03:00:00,0,0
1757,13/06/2021 , 03:15:00,0,0
1758,13/06/2021 , 03:30:00,0,0
1759,13/06/2021 , 03:45:00,0,0
1760,13/06/2021 , 04:00:00,0,0
1761,13/06/2021 , 04:15:00,0,0
1762,13/06/2021 , 04:30:00,0,0
1763,13/06/2021 , 04:45:00,0,0
1764,13/06/2021 , 05:00:00,0,0
1765,13/06/2021 , 05:15:00,0,0
1766,13/06/2021 , 05:30:00,3,3
1767,13/06/2021 , 05:45:00,3,3
1768,13/06/2021 , 06:00:00,8,8
1769,13/06/2021 , 06:15:00,5,5
1770,13/06/2021 , 06:30:00,16,16
1771,13/06/2021 , 06:45:00,27,27
1772,13/06/2021 , 07:00:00,55,55
1773,13/06/2021 , 07:15:00,118,118
1774,13/06/2021 , 07:30:00,69,69
1775,13/06/2021 , 07:45:00,86,86
1776,13/06/2021 , 08:00:00,62,62
1777,13/06/2021 , 08:15:00,99,99
1778,13/06/2021 , 08:30:00,164,164
1779,13/06/2021 , 08:45:00,164,164
1780,13/06/2021 , 09:00:00,107,107
1781,13/06/2021 , 09:15:00,125,125
1782,13/06/2021 , 09:30:00,122,122
1783,13/06/2021 , 09:45:00,86,86
1784,13/06/2021 , 10:00:00,144,144
1785,13/06/2021 , 10:15:00,190,190
1786,13/06/2021 , 10:30:00,324,324
1787,13/06/2021 , 10:45:00,363,363
1788,13/06/2021 , 11:00:00,661,661
1789,13/06/2021 , 11:15:00,1147,1147
1790,13/06/2021 , 11:30:00,1371,1371
1791,13/06/2021 , 11:45:00,1705,1705
1792,13/06/2021 , 12:00:00,1408,1408
1793,13/06/2021 , 12:15:00,2163,2163
1794,13/06/2021 , 12:30:00,3031,3031
1795,13/06/2021 , 12:45:00,5680,5680
1796,13/06/2021 , 13:00:00,15365,15365
1797,13/06/2021 , 13:15:00,10527,10527
1798,13/06/2021 , 13:30:00,9811,9811
1799,13/06/2021 , 13:45:00,12752,12752
1800,13/06/2021 , 14:00:00,8594,8594
1801,13/06/2021 , 14:15:00,6835,6835
1802,13/06/2021 , 14:30:00,4493,4493
1803,13/06/2021 , 14:45:00,4158,4158
1804,13/06/2021 , 15:00:00,3768,3768
1805,13/06/2021 , 15:15:00,2224,2224
1806,13/06/2021 , 15:30:00,1129,1129
1807,13/06/2021 , 15:45:00,937,937
1808,13/06/2021 , 16:00:00,664,664
1809,13/06/2021 , 16:15:00,525,525
1810,13/06/2021 , 16:30:00,195,195
1811,13/06/2021 , 16:45:00,40,40
1812,13/06/2021 , 17:00:00,31,31
1813,13/06/2021 , 17:15:00,21,21
1814,13/06/2021 , 17:30:00,16,16
1815,13/06/2021 , 17:45:00,14,14
1816,13/06/2021 , 18:00:00,11,11
1817,13/06/2021 , 18:15:00,8,8
1818,13/06/2021 , 18:30:00,6,6
1819,13/06/2021 , 18:45:00,5,5
1820,13/06/2021 , 19:00:00,4,4
1821,13/06/2021 , 19:15:00,3,3
1822,13/06/2021 , 19:30:00,2,2
1823,13/06/2021 , 19:45:00,1,1
1824,13/06/2021 , 20:00:00,1,1
1825,13/06/2021 , 20:15:00,0,0
1826,13/06/2021 , 20:30:00,0,0
1827,13/06/2021 , 20:45:00,0,0
