Site Name ,BLAUOYSTER,,,
1828,13/06/2021 , 21:00:00,0,0
1829,13/06/2021 , 21:15:00,0,0
1830,13/06/2021 , 21:30:00,0,0
1831,13/06/2021 , 21:45:00,0,0
1832,13/06/2021 , 22:00:00,0,0
1833,13/06/2021 , 22:15:00,0,0
1834,13/06/2021 , 22:30:00,0,0
1835,13/06/2021 , 22:45:00,0,0
1836,13/06/2021 , 23:00:00,0,0
1837,13/06/2021 , 23:15:00,0,0
1838,13/06/2021 , 23:30:00,0,0
1839,13/06/2021 , 23:45:00,0,0
1840,13/06/2021 , 24:00:00,0,0
1841,14/06/2021 , 00:15:00,0,0
1842,14/06/2021 , 00:30:00,0,0
1843,14/06/2021 , 00:45:00,0,0
1844,14/06/2021 , 01:00:00,0,0
1845,14/06/2021 , 01:15:00,0,0
1846,14/06/2021 , 01:30:00,0,0
1847,14/06/2021 , 01:45:00,0,0
1848,14/06/2021 , 02:00:00,0,0
1849,14/06/2021 , 02:15:00,0,0
1850,14/06/2021 , 02:30:00,0,0
1851,14/06/2021 , 02:45:00,0,0
1852,14/06/2021 , 03:00:00,0,0
1853,14/06/2021 , 03:15:00,0,0
1854,14/06/2021 , 03:30:00,0,0
1855,14/06/2021 , 03:45:00,0,0
1856,14/06/2021 , 04:00:00,0,0
1857,14/06/2021 , 04:15:00,0,0
1858,14/06/2021 , 04:30:00,0,0
1859,14/06/2021 , 04:45:00,0,0
1860,14/06/2021 , 05:00:00,0,0
1861,14/06/2021 , 05:15:00,0,0
1862,14/06/2021 , 05:30:00,0,0
1863,14/06/2021 , 05:45:00,2,2
1864,14/06/2021 , 06:00:00,5,5
1865,14/06/2021 , 06:15:00,8,8
1866,14/06/2021 , 06:30:00,7,7
1867,14/06/2021 , 06:45:00,8,8
1868,14/06/2021 , 07:00:00,14,14
1869,14/06/2021 , 07:15:00,31,31
1870,14/06/2021 , 07:30:00,55,55
1871,14/06/2021 , 07:45:00,99,99
1872,14/06/2021 , 08:00:00,98,98
1873,14/06/2021 , 08:15:00,79,79
1874,14/06/2021 , 08:30:00,129,129
1875,14/06/2021 , 08:45:00,253,253
1876,14/06/2021 , 09:00:00,283,283
1877,14/06/2021 , 09:15:00,472,472
1878,14/06/2021 , 09:30:00,690,690
1879,14/06/2021 , 09:45:00,601,601
1880,14/06/2021 , 10:00:00,537,537
1881,14/06/2021 , 10:15:00,586,586
1882,14/06/2021 , 10:30:00,816,816
1883,14/06/2021 , 10:45:00,902,902
1884,14/06/2021 , 11:00:00,831,831
1885,14/06/2021 , 11:15:00,912,912
1886,14/06/2021 , 11:30:00,812,812
1887,14/06/2021 , 11:45:00,675,675
1888,14/06/2021 , 12:00:00,665,665
1889,14/06/2021 , 12:15:00,805,805
1890,14/06/2021 , 12:30:00,1501,1501
1891,14/06/2021 , 12:45:00,1673,1673
1892,14/06/2021 , 13:00:00,691,691
1893,14/06/2021 , 13:15:00,943,943
1894,14/06/2021 , 13:30:00,10379,10379
1895,14/06/2021 , 13:45:00,8339,8339
1896,14/06/2021 , 14:00:00,11483,11483
1897,14/06/2021 , 14:15:00,10596,10596
1898,14/06/2021 , 14:30:00,5285,5285
1899,14/06/2021 , 14:45:00,7553,7553
1900,14/06/2021 , 15:00:00,3227,3227
1901,14/06/2021 , 15:15:00,7508,7508
1902,14/06/2021 , 15:30:00,8163,8163
1903,14/06/2021 , 15:45:00,11830,11830
1904,14/06/2021 , 16:00:00,4038,4038
1905,14/06/2021 , 16:15:00,2057,2057
1906,14/06/2021 , 16:30:00,1218,1218
1907,14/06/2021 , 16:45:00,714,714
1908,14/06/2021 , 17:00:00,443,443
1909,14/06/2021 , 17:15:00,612,612
1910,14/06/2021 , 17:30:00,702,702
1911,14/06/2021 , 17:45:00,819,819
1912,14/06/2021 , 18:00:00,568,568
1913,14/06/2021 , 18:15:00,388,388
1914,14/06/2021 , 18:30:00,256,256
1915,14/06/2021 , 18:45:00,406,406
1916,14/06/2021 , 19:00:00,392,392
1917,14/06/2021 , 19:15:00,314,314
1918,14/06/2021 , 19:30:00,203,203
1919,14/06/2021 , 19:45:00,122,122
1920,14/06/2021 , 20:00:00,71,71
1921,14/06/2021 , 20:15:00,45,45
1922,14/06/2021 , 20:30:00,48,48
1923,14/06/2021 , 20:45:00,28,28
1924,14/06/2021 , 21:00:00,7,7
1925,14/06/2021 , 21:15:00,1,1
1926,14/06/2021 , 21:30:00,0,0
1927,14/06/2021 , 21:45:00,0,0
1928,14/06/2021 , 22:00:00,0,0
1929,14/06/2021 , 22:15:00,0,0
1930,14/06/2021 , 22:30:00,0,0
1931,14/06/2021 , 22:45:00,0,0
1932,14/06/2021 , 23:00:00,0,0
1933,14/06/2021 , 23:15:00,0,0
1934,14/06/2021 , 23:30:00,0,0
1935,14/06/2021 , 23:45:00,0,0
1936,14/06/2021 , 24:00:00,0,0
1937,15/06/2021 , 00:15:00,0,0
1938,15/06/2021 , 00:30:00,0,0
1939,15/06/2021 , 00:45:00,0,0
1940,15/06/2021 , 01:00:00,0,0
1941,15/06/2021 , 01:15:00,0,0
1942,15/06/2021 , 01:30:00,0,0
1943,15/06/2021 , 01:45:00,0,0
1944,15/06/2021 , 02:00:00,0,0
1945,15/06/2021 , 02:15:00,0,0
1946,15/06/2021 , 02:30:00,0,0
1947,15/06/2021 , 02:45:00,0,0
1948,15/06/2021 , 03:00:00,0,0
1949,15/06/2021 , 03:15:00,0,0
1950,15/06/2021 , 03:30:00,0,0
1951,15/06/2021 , 03:45:00,0,0
1952,15/06/2021 , 04:00:00,0,0
1953,15/06/2021 , 04:15:00,0,0
1954,15/06/2021 , 04:30:00,0,0
1955,15/06/2021 , 04:45:00,0,0
1956,15/06/2021 , 05:00:00,0,0
1957,15/06/2021 , 05:15:00,4,4
1958,15/06/2021 , 05:30:00,15,15
1959,15/06/2021 , 05:45:00,30,30
1960,15/06/2021 , 06:00:00,47,47
1961,15/06/2021 , 06:15:00,65,65
1962,15/06/2021 , 06:30:00,99,99
1963,15/06/2021 , 06:45:00,150,150
1964,15/06/2021 , 07:00:00,201,201
1965,15/06/2021 , 07:15:00,330,330
1966,15/06/2021 , 07:30:00,433,433
1967,15/06/2021 , 07:45:00,465,465
1968,15/06/2021 , 08:00:00,349,349
1969,15/06/2021 , 08:15:00,409,409
1970,15/06/2021 , 08:30:00,610,610
1971,15/06/2021 , 08:45:00,281,281
1972,15/06/2021 , 09:00:00,526,526
1973,15/06/2021 , 09:15:00,806,806
1974,15/06/2021 , 09:30:00,1115,1115
1975,15/06/2021 , 09:45:00,1173,1173
1976,15/06/2021 , 10:00:00,1598,1598
1977,15/06/2021 , 10:15:00,1855,1855
1978,15/06/2021 , 10:30:00,1711,1711
1979,15/06/2021 , 10:45:00,1909,1909
1980,15/06/2021 , 11:00:00,2320,2320
1981,15/06/2021 , 11:15:00,2596,2596
1982,15/06/2021 , 11:30:00,2680,2680
1983,15/06/2021 , 11:45:00,2169,2169
1984,15/06/2021 , 12:00:00,4121,4121
1985,15/06/2021 , 12:15:00,4661,4661
1986,15/06/2021 , 12:30:00,5022,5022
1987,15/06/2021 , 12:45:00,5277,5277
1988,15/06/2021 , 13:00:00,5833,5833
1989,15/06/2021 , 13:15:00,6447,6447
1990,15/06/2021 , 13:30:00,7204,7204
1991,15/06/2021 , 13:45:00,7794,7794
1992,15/06/2021 , 14:00:00,8540,8540
1993,15/06/2021 , 14:15:00,13434,13434
1994,15/06/2021 , 14:30:00,17571,17571
1995,15/06/2021 , 14:45:00,17904,17904
1996,15/06/2021 , 15:00:00,17600,17600
1997,15/06/2021 , 15:15:00,18060,18060
1998,15/06/2021 , 15:30:00,18832,18832
1999,15/06/2021 , 15:45:00,19202,19202
2000,15/06/2021 , 16:00:00,11672,11672
2001,15/06/2021 , 16:15:00,9416,9416
2002,15/06/2021 , 16:30:00,5718,5718
2003,15/06/2021 , 16:45:00,5556,5556
2004,15/06/2021 , 17:00:00,4090,4090
2005,15/06/2021 , 17:15:00,3386,3386
2006,15/06/2021 , 17:30:00,2474,2474
2007,15/06/2021 , 17:45:00,1644,1644
2008,15/06/2021 , 18:00:00,1147,1147
2009,15/06/2021 , 18:15:00,1304,1304
2010,15/06/2021 , 18:30:00,521,521
2011,15/06/2021 , 18:45:00,642,642
2012,15/06/2021 , 19:00:00,524,524
2013,15/06/2021 , 19:15:00,353,353
2014,15/06/2021 , 19:30:00,197,197
2015,15/06/2021 , 19:45:00,199,199
2016,15/06/2021 , 20:00:00,85,85
2017,15/06/2021 , 20:15:00,72,72
2018,15/06/2021 , 20:30:00,51,51
2019,15/06/2021 , 20:45:00,24,24
2020,15/06/2021 , 21:00:00,10,10
2021,15/06/2021 , 21:15:00,2,2
2022,15/06/2021 , 21:30:00,1,1
2023,15/06/2021 , 21:45:00,0,0
2024,15/06/2021 , 22:00:00,0,0
2025,15/06/2021 , 22:15:00,0,0
2026,15/06/2021 , 22:30:00,0,0
2027,15/06/2021 , 22:45:00,0,0
2028,15/06/2021 , 23:00:00,0,0
2029,15/06/2021 , 23:15:00,0,0
2030,15/06/2021 , 23:30:00,0,0
2031,15/06/2021 , 23:45:00,0,0
2032,15/06/2021 , 24:00:00,0,0
2033,16/06/2021 , 00:15:00,0,0
2034,16/06/2021 , 00:30:00,0,0
2035,16/06/2021 , 00:45:00,0,0
2036,16/06/2021 , 01:00:00,0,0
2037,16/06/2021 , 01:15:00,0,0
2038,16/06/2021 , 01:30:00,0,0
2039,16/06/2021 , 01:45:00,0,0
2040,16/06/2021 , 02:00:00,0,0
2041,16/06/2021 , 02:15:00,0,0
2042,16/06/2021 , 02:30:00,0,0
2043,16/06/2021 , 02:45:00,0,0
2044,16/06/2021 , 03:00:00,0,0
2045,16/06/2021 , 03:15:00,0,0
2046,16/06/2021 , 03:30:00,0,0
2047,16/06/2021 , 03:45:00,0,0
2048,16/06/2021 , 04:00:00,0,0
2049,16/06/2021 , 04:15:00,0,0
2050,16/06/2021 , 04:30:00,0,0
2051,16/06/2021 , 04:45:00,0,0
2052,16/06/2021 , 05:00:00,0,0
2053,16/06/2021 , 05:15:00,5,5
2054,16/06/2021 , 05:30:00,10,10
2055,16/06/2021 , 05:45:00,18,18
2056,16/06/2021 , 06:00:00,29,29
2057,16/06/2021 , 06:15:00,50,50
2058,16/06/2021 , 06:30:00,85,85
2059,16/06/2021 , 06:45:00,96,96
2060,16/06/2021 , 07:00:00,151,151
2061,16/06/2021 , 07:15:00,214,214
2062,16/06/2021 , 07:30:00,265,265
2063,16/06/2021 , 07:45:00,309,309
2064,16/06/2021 , 08:00:00,354,354
2065,16/06/2021 , 08:15:00,518,518
2066,16/06/2021 , 08:30:00,763,763
2067,16/06/2021 , 08:45:00,817,817
2068,16/06/2021 , 09:00:00,845,845
2069,16/06/2021 , 09:15:00,974,974
2070,16/06/2021 , 09:30:00,1101,1101
2071,16/06/2021 , 09:45:00,1440,1440
2072,16/06/2021 , 10:00:00,1601,1601
2073,16/06/2021 , 10:15:00,1583,1583
2074,16/06/2021 , 10:30:00,1743,1743
2075,16/06/2021 , 10:45:00,2030,2030
2076,16/06/2021 , 11:00:00,2378,2378
2077,16/06/2021 , 11:15:00,2754,2754
2078,16/06/2021 , 11:30:00,2736,2736
2079,16/06/2021 , 11:45:00,3317,3317
2080,16/06/2021 , 12:00:00,3137,3137
2081,16/06/2021 , 12:15:00,3780,3780
2082,16/06/2021 , 12:30:00,3539,3539
2083,16/06/2021 , 12:45:00,4280,4280
2084,16/06/2021 , 13:00:00,4524,4524
2085,16/06/2021 , 13:15:00,4825,4825
2086,16/06/2021 , 13:30:00,5709,5709
2087,16/06/2021 , 13:45:00,5799,5799
2088,16/06/2021 , 14:00:00,6041,6041
2089,16/06/2021 , 14:15:00,6592,6592
2090,16/06/2021 , 14:30:00,7062,7062
2091,16/06/2021 , 14:45:00,7458,7458
2092,16/06/2021 , 15:00:00,7975,7975
2093,16/06/2021 , 15:15:00,8672,8672
2094,16/06/2021 , 15:30:00,9819,9819
2095,16/06/2021 , 15:45:00,14522,14522
2096,16/06/2021 , 16:00:00,15767,15767
2097,16/06/2021 , 16:15:00,13281,13281
2098,16/06/2021 , 16:30:00,8461,8461
2099,16/06/2021 , 16:45:00,6959,6959
2100,16/06/2021 , 17:00:00,5735,5735
2101,16/06/2021 , 17:15:00,4625,4625
2102,16/06/2021 , 17:30:00,3537,3537
2103,16/06/2021 , 17:45:00,2837,2837
2104,16/06/2021 , 18:00:00,2229,2229
2105,16/06/2021 , 18:15:00,1464,1464
2106,16/06/2021 , 18:30:00,1030,1030
2107,16/06/2021 , 18:45:00,819,819
2108,16/06/2021 , 19:00:00,587,587
2109,16/06/2021 , 19:15:00,367,367
2110,16/06/2021 , 19:30:00,251,251
2111,16/06/2021 , 19:45:00,174,174
2112,16/06/2021 , 20:00:00,114,114
2113,16/06/2021 , 20:15:00,71,71
2114,16/06/2021 , 20:30:00,43,43
2115,16/06/2021 , 20:45:00,25,25
2116,16/06/2021 , 21:00:00,14,14
2117,16/06/2021 , 21:15:00,5,5
2118,16/06/2021 , 21:30:00,1,1
2119,16/06/2021 , 21:45:00,0,0
2120,16/06/2021 , 22:00:00,0,0
2121,16/06/2021 , 22:15:00,0,0
2122,16/06/2021 , 22:30:00,0,0
2123,16/06/2021 , 22:45:00,0,0
2124,16/06/2021 , 23:00:00,0,0
2125,16/06/2021 , 23:15:00,0,0
2126,16/06/2021 , 23:30:00,0,0
2127,16/06/2021 , 23:45:00,0,0
2128,16/06/2021 , 24:00:00,0,0
2129,17/06/2021 , 00:15:00,0,0
2130,17/06/2021 , 00:30:00,0,0
2131,17/06/2021 , 00:45:00,0,0
2132,17/06/2021 , 01:00:00,0,0
2133,17/06/2021 , 01:15:00,0,0
2134,17/06/2021 , 01:30:00,0,0
2135,17/06/2021 , 01:45:00,0,0
2136,17/06/2021 , 02:00:00,0,0
2137,17/06/2021 , 02:15:00,0,0
2138,17/06/2021 , 02:30:00,0,0
2139,17/06/2021 , 02:45:00,0,0
2140,17/06/2021 , 03:00:00,0,0
2141,17/06/2021 , 03:15:00,0,0
2142,17/06/2021 , 03:30:00,0,0
2143,17/06/2021 , 03:45:00,0,0
2144,17/06/2021 , 04:00:00,0,0
2145,17/06/2021 , 04:15:00,0,0
2146,17/06/2021 , 04:30:00,0,0
2147,17/06/2021 , 04:45:00,0,0
2148,17/06/2021 , 05:00:00,0,0
2149,17/06/2021 , 05:15:00,8,8
2150,17/06/2021 , 05:30:00,24,24
2151,17/06/2021 , 05:45:00,53,53
2152,17/06/2021 , 06:00:00,85,85
2153,17/06/2021 , 06:15:00,108,108
2154,17/06/2021 , 06:30:00,139,139
2155,17/06/2021 , 06:45:00,214,214
2156,17/06/2021 , 07:00:00,309,309
2157,17/06/2021 , 07:15:00,383,383
2158,17/06/2021 , 07:30:00,444,444
2159,17/06/2021 , 07:45:00,525,525
2160,17/06/2021 , 08:00:00,590,590
2161,17/06/2021 , 08:15:00,632,632
2162,17/06/2021 , 08:30:00,768,768
2163,17/06/2021 , 08:45:00,907,907
2164,17/06/2021 , 09:00:00,1014,1014
2165,17/06/2021 , 09:15:00,1101,1101
2166,17/06/2021 , 09:30:00,1287,1287
2167,17/06/2021 , 09:45:00,1406,1406
2168,17/06/2021 , 10:00:00,1477,1477
2169,17/06/2021 , 10:15:00,1538,1538
2170,17/06/2021 , 10:30:00,1692,1692
2171,17/06/2021 , 10:45:00,1816,1816
2172,17/06/2021 , 11:00:00,1783,1783
2173,17/06/2021 , 11:15:00,1863,1863
2174,17/06/2021 , 11:30:00,2123,2123
2175,17/06/2021 , 11:45:00,1800,1800
2176,17/06/2021 , 12:00:00,2643,2643
2177,17/06/2021 , 12:15:00,3146,3146
2178,17/06/2021 , 12:30:00,3459,3459
2179,17/06/2021 , 12:45:00,3597,3597
2180,17/06/2021 , 13:00:00,3765,3765
2181,17/06/2021 , 13:15:00,3927,3927
2182,17/06/2021 , 13:30:00,4091,4091
2183,17/06/2021 , 13:45:00,4174,4174
2184,17/06/2021 , 14:00:00,4190,4190
2185,17/06/2021 , 14:15:00,4439,4439
2186,17/06/2021 , 14:30:00,4520,4520
2187,17/06/2021 , 14:45:00,4584,4584
2188,17/06/2021 , 15:00:00,4730,4730
2189,17/06/2021 , 15:15:00,4848,4848
2190,17/06/2021 , 15:30:00,4990,4990
2191,17/06/2021 , 15:45:00,5049,5049
2192,17/06/2021 , 16:00:00,5018,5018
2193,17/06/2021 , 16:15:00,4666,4666
2194,17/06/2021 , 16:30:00,4664,4664
2195,17/06/2021 , 16:45:00,4404,4404
2196,17/06/2021 , 17:00:00,4096,4096
2197,17/06/2021 , 17:15:00,3676,3676
2198,17/06/2021 , 17:30:00,3261,3261
2199,17/06/2021 , 17:45:00,2786,2786
2200,17/06/2021 , 18:00:00,2303,2303
2201,17/06/2021 , 18:15:00,1881,1881
2202,17/06/2021 , 18:30:00,1457,1457
2203,17/06/2021 , 18:45:00,838,838
2204,17/06/2021 , 19:00:00,668,668
2205,17/06/2021 , 19:15:00,550,550
2206,17/06/2021 , 19:30:00,393,393
2207,17/06/2021 , 19:45:00,280,280
2208,17/06/2021 , 20:00:00,19,19
2209,17/06/2021 , 20:15:00,11,11
2210,17/06/2021 , 20:30:00,5,5
2211,17/06/2021 , 20:45:00,2,2
2212,17/06/2021 , 21:00:00,0,0
2213,17/06/2021 , 21:15:00,0,0
2214,17/06/2021 , 21:30:00,0,0
2215,17/06/2021 , 21:45:00,0,0
2216,17/06/2021 , 22:00:00,0,0
2217,17/06/2021 , 22:15:00,0,0
2218,17/06/2021 , 22:30:00,0,0
2219,17/06/2021 , 22:45:00,0,0
2220,17/06/2021 , 23:00:00,0,0
2221,17/06/2021 , 23:15:00,0,0
2222,17/06/2021 , 23:30:00,0,0
2223,17/06/2021 , 23:45:00,0,0
2224,17/06/2021 , 24:00:00,0,0
2225,18/06/2021 , 00:15:00,0,0
2226,18/06/2021 , 00:30:00,0,0
2227,18/06/2021 , 00:45:00,0,0
2228,18/06/2021 , 01:00:00,0,0
2229,18/06/2021 , 01:15:00,0,0
2230,18/06/2021 , 01:30:00,0,0
2231,18/06/2021 , 01:45:00,0,0
2232,18/06/2021 , 02:00:00,0,0
2233,18/06/2021 , 02:15:00,0,0
2234,18/06/2021 , 02:30:00,0,0
2235,18/06/2021 , 02:45:00,0,0
2236,18/06/2021 , 03:00:00,0,0
2237,18/06/2021 , 03:15:00,0,0
2238,18/06/2021 , 03:30:00,0,0
2239,18/06/2021 , 03:45:00,0,0
2240,18/06/2021 , 04:00:00,0,0
2241,18/06/2021 , 04:15:00,0,0
2242,18/06/2021 , 04:30:00,0,0
2243,18/06/2021 , 04:45:00,0,0
2244,18/06/2021 , 05:00:00,0,0
2245,18/06/2021 , 05:15:00,6,6
2246,18/06/2021 , 05:30:00,20,20
2247,18/06/2021 , 05:45:00,39,39
2248,18/06/2021 , 06:00:00,74,74
2249,18/06/2021 , 06:15:00,117,117
2250,18/06/2021 , 06:30:00,172,172
2251,18/06/2021 , 06:45:00,246,246
2252,18/06/2021 , 07:00:00,331,331
2253,18/06/2021 , 07:15:00,377,377
2254,18/06/2021 , 07:30:00,502,502
2255,18/06/2021 , 07:45:00,538,538
2256,18/06/2021 , 08:00:00,440,440
2257,18/06/2021 , 08:15:00,446,446
2258,18/06/2021 , 08:30:00,614,614
2259,18/06/2021 , 08:45:00,1066,1066
2260,18/06/2021 , 09:00:00,801,801
2261,18/06/2021 , 09:15:00,1115,1115
2262,18/06/2021 , 09:30:00,1321,1321
2263,18/06/2021 , 09:45:00,1396,1396
2264,18/06/2021 , 10:00:00,1391,1391
2265,18/06/2021 , 10:15:00,1569,1569
2266,18/06/2021 , 10:30:00,1634,1634
2267,18/06/2021 , 10:45:00,1703,1703
2268,18/06/2021 , 11:00:00,1955,1955
2269,18/06/2021 , 11:15:00,2103,2103
2270,18/06/2021 , 11:30:00,2110,2110
2271,18/06/2021 , 11:45:00,2206,2206
2272,18/06/2021 , 12:00:00,2250,2250
2273,18/06/2021 , 12:15:00,2338,2338
2274,18/06/2021 , 12:30:00,2303,2303
2275,18/06/2021 , 12:45:00,2359,2359
2276,18/06/2021 , 13:00:00,2615,2615
2277,18/06/2021 , 13:15:00,2670,2670
2278,18/06/2021 , 13:30:00,2764,2764
2279,18/06/2021 , 13:45:00,2812,2812
2280,18/06/2021 , 14:00:00,2879,2879
2281,18/06/2021 , 14:15:00,2938,2938
2282,18/06/2021 , 14:30:00,2970,2970
2283,18/06/2021 , 14:45:00,2698,2698
2284,18/06/2021 , 15:00:00,2434,2434
2285,18/06/2021 , 15:15:00,2558,2558
2286,18/06/2021 , 15:30:00,2827,2827
2287,18/06/2021 , 15:45:00,2876,2876
2288,18/06/2021 , 16:00:00,2612,2612
2289,18/06/2021 , 16:15:00,2730,2730
2290,18/06/2021 , 16:30:00,2559,2559
2291,18/06/2021 , 16:45:00,2338,2338
2292,18/06/2021 , 17:00:00,1855,1855
2293,18/06/2021 , 17:15:00,2032,2032
2294,18/06/2021 , 17:30:00,1780,1780
2295,18/06/2021 , 17:45:00,1365,1365
2296,18/06/2021 , 18:00:00,1359,1359
2297,18/06/2021 , 18:15:00,1209,1209
2298,18/06/2021 , 18:30:00,1041,1041
2299,18/06/2021 , 18:45:00,913,913
2300,18/06/2021 , 19:00:00,525,525
2301,18/06/2021 , 19:15:00,390,390
2302,18/06/2021 , 19:30:00,314,314
2303,18/06/2021 , 19:45:00,203,203
2304,18/06/2021 , 20:00:00,144,144
2305,18/06/2021 , 20:15:00,110,110
2306,18/06/2021 , 20:30:00,80,80
2307,18/06/2021 , 20:45:00,46,46
2308,18/06/2021 , 21:00:00,23,23
2309,18/06/2021 , 21:15:00,9,9
2310,18/06/2021 , 21:30:00,1,1
2311,18/06/2021 , 21:45:00,0,0
2312,18/06/2021 , 22:00:00,0,0
2313,18/06/2021 , 22:15:00,0,0
2314,18/06/2021 , 22:30:00,0,0
2315,18/06/2021 , 22:45:00,0,0
2316,18/06/2021 , 23:00:00,0,0
2317,18/06/2021 , 23:15:00,0,0
2318,18/06/2021 , 23:30:00,0,0
2319,18/06/2021 , 23:45:00,0,0
2320,18/06/2021 , 24:00:00,0,0
2321,19/06/2021 , 00:15:00,0,0
2322,19/06/2021 , 00:30:00,0,0
2323,19/06/2021 , 00:45:00,0,0
2324,19/06/2021 , 01:00:00,0,0
2325,19/06/2021 , 01:15:00,0,0
2326,19/06/2021 , 01:30:00,0,0
2327,19/06/2021 , 01:45:00,0,0
2328,19/06/2021 , 02:00:00,0,0
2329,19/06/2021 , 02:15:00,0,0
2330,19/06/2021 , 02:30:00,0,0
2331,19/06/2021 , 02:45:00,0,0
2332,19/06/2021 , 03:00:00,0,0
2333,19/06/2021 , 03:15:00,0,0
2334,19/06/2021 , 03:30:00,0,0
2335,19/06/2021 , 03:45:00,0,0
2336,19/06/2021 , 04:00:00,0,0
2337,19/06/2021 , 04:15:00,0,0
2338,19/06/2021 , 04:30:00,0,0
2339,19/06/2021 , 04:45:00,0,0
2340,19/06/2021 , 05:00:00,0,0
2341,19/06/2021 , 05:15:00,6,6
2342,19/06/2021 , 05:30:00,19,19
2343,19/06/2021 , 05:45:00,44,44
2344,19/06/2021 , 06:00:00,76,76
2345,19/06/2021 , 06:15:00,110,110
2346,19/06/2021 , 06:30:00,152,152
2347,19/06/2021 , 06:45:00,196,196
2348,19/06/2021 , 07:00:00,220,220
2349,19/06/2021 , 07:15:00,369,369
2350,19/06/2021 , 07:30:00,462,462
2351,19/06/2021 , 07:45:00,394,394
2352,19/06/2021 , 08:00:00,443,443
2353,19/06/2021 , 08:15:00,387,387
2354,19/06/2021 , 08:30:00,440,440
2355,19/06/2021 , 08:45:00,425,425
2356,19/06/2021 , 09:00:00,704,704
2357,19/06/2021 , 09:15:00,822,822
2358,19/06/2021 , 09:30:00,741,741
2359,19/06/2021 , 09:45:00,941,941
2360,19/06/2021 , 10:00:00,1045,1045
2361,19/06/2021 , 10:15:00,986,986
2362,19/06/2021 , 10:30:00,1098,1098
2363,19/06/2021 , 10:45:00,953,953
2364,19/06/2021 , 11:00:00,1167,1167
2365,19/06/2021 , 11:15:00,1061,1061
2366,19/06/2021 , 11:30:00,1038,1038
2367,19/06/2021 , 11:45:00,941,941
2368,19/06/2021 , 12:00:00,832,832
2369,19/06/2021 , 12:15:00,928,928
2370,19/06/2021 , 12:30:00,1468,1468
2371,19/06/2021 , 12:45:00,1878,1878
2372,19/06/2021 , 13:00:00,2206,2206
2373,19/06/2021 , 13:15:00,2253,2253
2374,19/06/2021 , 13:30:00,2259,2259
2375,19/06/2021 , 13:45:00,2309,2309
2376,19/06/2021 , 14:00:00,2341,2341
2377,19/06/2021 , 14:15:00,2157,2157
2378,19/06/2021 , 14:30:00,2183,2183
2379,19/06/2021 , 14:45:00,1996,1996
2380,19/06/2021 , 15:00:00,1916,1916
2381,19/06/2021 , 15:15:00,1835,1835
2382,19/06/2021 , 15:30:00,1357,1357
2383,19/06/2021 , 15:45:00,1566,1566
